id,filepath,site,label,file,max_detection_conf,category,conf,bbox,bbox_true
ZJ000238,train_features/ZJ000238.jpg,S0136,antelope_duiker,ZJ000238.jpg,0.821,animal,0.821,"[0.6078, 0.8305, 0.2968, 0.125]",True
ZJ000239,train_features/ZJ000239.jpg,S0120,antelope_duiker,ZJ000239.jpg,0.736,animal,0.736,"[0.2541, 0.07407, 0.1687, 0.4259]",True
ZJ000240,train_features/ZJ000240.jpg,S0186,civet_genet,ZJ000240.jpg,0.836,animal,0.836,"[0.1333, 0.5925, 0.276, 0.1907]",True
ZJ000241,train_features/ZJ000241.jpg,S0185,blank,,,,,,False
ZJ000242,train_features/ZJ000242.jpg,S0070,civet_genet,,,,,,False
ZJ000243,train_features/ZJ000243.jpg,S0030,rodent,,,,,,False
ZJ000244,train_features/ZJ000244.jpg,S0038,leopard,,,,,,False
ZJ000245,train_features/ZJ000245.jpg,S0026,bird,ZJ000245.jpg,0.866,animal,0.866,"[0.6625, 0.5333, 0.3375, 0.2444]",True
ZJ000246,train_features/ZJ000246.jpg,S0002,monkey_prosimian,,,,,,False
ZJ000247,train_features/ZJ000247.jpg,S0069,antelope_duiker,,,,,,False
ZJ000248,train_features/ZJ000248.jpg,S0176,monkey_prosimian,,,,,,False
ZJ000249,train_features/ZJ000249.jpg,S0159,monkey_prosimian,,,,,,False
ZJ000250,train_features/ZJ000250.jpg,S0036,rodent,,,,,,False
ZJ000251,train_features/ZJ000251.jpg,S0120,bird,ZJ000251.jpg,0.788,animal,0.788,"[0.3812, 0.6601, 0.275, 0.3029]",True
ZJ000252,train_features/ZJ000252.jpg,S0050,blank,,,,,,False
ZJ000253,train_features/ZJ000253.jpg,S0096,leopard,,,,,,False
ZJ000254,train_features/ZJ000254.jpg,S0063,antelope_duiker,ZJ000254.jpg,0.981,animal,0.981,"[0, 0.424, 0.4572, 0.5444]",True
ZJ000255,train_features/ZJ000255.jpg,S0004,monkey_prosimian,,,,,,False
ZJ000256,train_features/ZJ000256.jpg,S0070,rodent,ZJ000256.jpg,0.778,animal,0.778,"[0.5812, 0.8277, 0.2489, 0.1407]",True
ZJ000257,train_features/ZJ000257.jpg,S0008,blank,,,,,,False
ZJ000258,train_features/ZJ000258.jpg,S0060,civet_genet,,,,,,False
ZJ000259,train_features/ZJ000259.jpg,S0096,leopard,,,,,,False
ZJ000260,train_features/ZJ000260.jpg,S0022,monkey_prosimian,,,,,,False
ZJ000261,train_features/ZJ000261.jpg,S0089,monkey_prosimian,,,,,,False
ZJ000262,train_features/ZJ000262.jpg,S0008,rodent,ZJ000262.jpg,0.836,animal,0.836,"[0, 0.6277, 0.2093, 0.3249]",True
ZJ000263,train_features/ZJ000263.jpg,S0088,antelope_duiker,ZJ000263.jpg,0.899,animal,0.899,"[0.5375, 0.4, 0.1203, 0.3111]",True
ZJ000264,train_features/ZJ000264.jpg,S0049,monkey_prosimian,ZJ000264.jpg,0.858,animal,0.858,"[0.7406, 0.5222, 0.1843, 0.2916]",True
ZJ000265,train_features/ZJ000265.jpg,S0027,monkey_prosimian,ZJ000265.jpg,0.76,animal,0.76,"[0.1015, 0.2111, 0.2093, 0.2416]",True
ZJ000266,train_features/ZJ000266.jpg,S0016,bird,ZJ000266.jpg,0.762,animal,0.762,"[0.2864, 0.4166, 0.125, 0.5296]",True
ZJ000267,train_features/ZJ000267.jpg,S0137,blank,,,,,,False
ZJ000268,train_features/ZJ000268.jpg,S0059,rodent,ZJ000268.jpg,0.865,animal,0.865,"[0.8239, 0.6648, 0.09062, 0.3037]",True
ZJ000269,train_features/ZJ000269.jpg,S0009,civet_genet,,,,,,False
ZJ000270,train_features/ZJ000270.jpg,S0069,antelope_duiker,ZJ000270.jpg,0.886,animal,0.886,"[0, 0.6685, 0.1333, 0.2981]",True
ZJ000271,train_features/ZJ000271.jpg,S0025,rodent,ZJ000271.jpg,0.899,animal,0.899,"[0.3671, 0.3833, 0.2109, 0.1916]",True
ZJ000272,train_features/ZJ000272.jpg,S0008,rodent,,,,,,False
ZJ000273,train_features/ZJ000273.jpg,S0069,antelope_duiker,ZJ000273.jpg,0.713,animal,0.713,"[0.4177, 0.5333, 0.1864, 0.224]",True
ZJ000274,train_features/ZJ000274.jpg,S0096,leopard,,,,,,False
ZJ000275,train_features/ZJ000275.jpg,S0093,antelope_duiker,ZJ000275.jpg,0.791,animal,0.791,"[0.3583, 0.574, 0.2666, 0.3962]",True
ZJ000276,train_features/ZJ000276.jpg,S0123,blank,,,,,,False
ZJ000277,train_features/ZJ000277.jpg,S0018,bird,ZJ000277.jpg,0.876,animal,0.876,"[0.6968, 0.8666, 0.07187, 0.1018]",True
ZJ000278,train_features/ZJ000278.jpg,S0060,civet_genet,ZJ000278.jpg,0.78,animal,0.78,"[0.5562, 0.6388, 0.3104, 0.2648]",True
ZJ000279,train_features/ZJ000279.jpg,S0071,leopard,,,,,,False
ZJ000280,train_features/ZJ000280.jpg,S0127,blank,,,,,,False
ZJ000281,train_features/ZJ000281.jpg,S0136,antelope_duiker,ZJ000281.jpg,0.873,animal,0.873,"[0.575, 0.8472, 0.3656, 0.1055]",True
ZJ000282,train_features/ZJ000282.jpg,S0147,rodent,,,,,,False
ZJ000283,train_features/ZJ000283.jpg,S0060,civet_genet,ZJ000283.jpg,0.945,animal,0.945,"[0, 0.6333, 0.4187, 0.3351]",True
ZJ000284,train_features/ZJ000284.jpg,S0081,bird,ZJ000284.jpg,0.908,animal,0.908,"[0, 0.7592, 0.0927, 0.2074]",True
ZJ000285,train_features/ZJ000285.jpg,S0133,hog,,,,,,False
ZJ000286,train_features/ZJ000286.jpg,S0061,blank,,,,,,False
ZJ000287,train_features/ZJ000287.jpg,S0136,rodent,,,,,,False
ZJ000288,train_features/ZJ000288.jpg,S0008,rodent,ZJ000288.jpg,0.796,animal,0.796,"[0, 0.625, 0.2093, 0.3249]",True
ZJ000289,train_features/ZJ000289.jpg,S0031,antelope_duiker,ZJ000289.jpg,0.925,animal,0.925,"[0.07656, 0.4166, 0.3781, 0.5]",True
ZJ000290,train_features/ZJ000290.jpg,S0059,rodent,ZJ000290.jpg,0.82,animal,0.82,"[0.6979, 0.8962, 0.127, 0.07407]",True
ZJ000291,train_features/ZJ000291.jpg,S0071,monkey_prosimian,ZJ000291.jpg,0.961,animal,0.961,"[0.1229, 0.4092, 0.2937, 0.5037]",True
ZJ000292,train_features/ZJ000292.jpg,S0130,bird,ZJ000292.jpg,0.767,animal,0.767,"[0.02343, 0.3361, 0.1203, 0.4388]",True
ZJ000293,train_features/ZJ000293.jpg,S0038,leopard,,,,,,False
ZJ000294,train_features/ZJ000294.jpg,S0036,rodent,,,,,,False
ZJ000295,train_features/ZJ000295.jpg,S0130,blank,,,,,,False
ZJ000296,train_features/ZJ000296.jpg,S0022,leopard,,,,,,False
ZJ000297,train_features/ZJ000297.jpg,S0036,monkey_prosimian,ZJ000297.jpg,0.761,animal,0.761,"[0, 0.5638, 0.1796, 0.2944]",True
ZJ000298,train_features/ZJ000298.jpg,S0077,blank,,,,,,False
ZJ000299,train_features/ZJ000299.jpg,S0146,monkey_prosimian,,,,,,False
ZJ000300,train_features/ZJ000300.jpg,S0051,civet_genet,ZJ000300.jpg,0.948,animal,0.948,"[0.07395, 0.4481, 0.4645, 0.3277]",True
ZJ000301,train_features/ZJ000301.jpg,S0097,blank,,,,,,False
ZJ000302,train_features/ZJ000302.jpg,S0097,monkey_prosimian,ZJ000302.jpg,0.643,animal,0.643,"[0.5671, 0.4277, 0.1781, 0.3194]",True
ZJ000303,train_features/ZJ000303.jpg,S0070,civet_genet,ZJ000303.jpg,0.793,animal,0.793,"[0.152, 0.5648, 0.08749, 0.1462]",True
ZJ000304,train_features/ZJ000304.jpg,S0120,rodent,ZJ000304.jpg,0.925,animal,0.925,"[0.6135, 0.1999, 0.09062, 0.2351]",True
ZJ000305,train_features/ZJ000305.jpg,S0030,civet_genet,,,,,,False
ZJ000306,train_features/ZJ000306.jpg,S0130,bird,,,,,,False
ZJ000307,train_features/ZJ000307.jpg,S0008,rodent,,,,,,False
ZJ000308,train_features/ZJ000308.jpg,S0060,civet_genet,,,,,,False
ZJ000309,train_features/ZJ000309.jpg,S0008,antelope_duiker,,,,,,False
ZJ000310,train_features/ZJ000310.jpg,S0095,hog,ZJ000310.jpg,0.965,animal,0.965,"[0, 0.3833, 0.2114, 0.587]",True
ZJ000311,train_features/ZJ000311.jpg,S0004,monkey_prosimian,ZJ000311.jpg,0.628,animal,0.628,"[0.1171, 0.7388, 0.2249, 0.1833]",True
ZJ000312,train_features/ZJ000312.jpg,S0004,monkey_prosimian,ZJ000312.jpg,0.789,animal,0.789,"[0.2515, 0.7527, 0.1859, 0.2027]",True
ZJ000313,train_features/ZJ000313.jpg,S0089,monkey_prosimian,ZJ000313.jpg,0.888,animal,0.888,"[0.6562, 0.7249, 0.3437, 0.2277]",True
ZJ000314,train_features/ZJ000314.jpg,S0049,monkey_prosimian,ZJ000314.jpg,0.976,animal,0.976,"[0, 0.1499, 0.7015, 0.8027]",True
ZJ000315,train_features/ZJ000315.jpg,S0080,bird,,,,,,False
ZJ000316,train_features/ZJ000316.jpg,S0003,blank,,,,,,False
ZJ000317,train_features/ZJ000317.jpg,S0069,antelope_duiker,,,,,,False
ZJ000318,train_features/ZJ000318.jpg,S0081,rodent,,,,,,False
ZJ000319,train_features/ZJ000319.jpg,S0043,leopard,ZJ000319.jpg,0.678,animal,0.678,"[0.6281, 0, 0.3718, 0.9527]",True
ZJ000320,train_features/ZJ000320.jpg,S0051,monkey_prosimian,ZJ000320.jpg,0.701,animal,0.701,"[0.4614, 0.3092, 0.2135, 0.1888]",True
ZJ000321,train_features/ZJ000321.jpg,S0137,monkey_prosimian,,,,,,False
ZJ000322,train_features/ZJ000322.jpg,S0046,antelope_duiker,,,,,,False
ZJ000323,train_features/ZJ000323.jpg,S0080,bird,,,,,,False
ZJ000324,train_features/ZJ000324.jpg,S0130,rodent,,,,,,False
ZJ000325,train_features/ZJ000325.jpg,S0027,monkey_prosimian,ZJ000325.jpg,0.774,animal,0.774,"[0.1062, 0.09722, 0.4859, 0.9027]",True
ZJ000326,train_features/ZJ000326.jpg,S0016,civet_genet,,,,,,False
ZJ000327,train_features/ZJ000327.jpg,S0155,leopard,,,,,,False
ZJ000328,train_features/ZJ000328.jpg,S0059,monkey_prosimian,ZJ000328.jpg,0.884,animal,0.884,"[0.8739, 0.05555, 0.126, 0.6351]",True
ZJ000329,train_features/ZJ000329.jpg,S0030,blank,,,,,,False
ZJ000330,train_features/ZJ000330.jpg,S0120,rodent,,,,,,False
ZJ000331,train_features/ZJ000331.jpg,S0014,hog,ZJ000331.jpg,0.881,animal,0.881,"[0.5453, 0.4555, 0.2187, 0.3666]",True
ZJ000332,train_features/ZJ000332.jpg,S0150,leopard,ZJ000332.jpg,0.757,animal,0.757,"[0, 0.5611, 0.3656, 0.3916]",True
ZJ000333,train_features/ZJ000333.jpg,S0186,antelope_duiker,ZJ000333.jpg,0.956,animal,0.956,"[0.05833, 0.2018, 0.2552, 0.7666]",True
ZJ000334,train_features/ZJ000334.jpg,S0172,blank,,,,,,False
ZJ000335,train_features/ZJ000335.jpg,S0063,antelope_duiker,ZJ000335.jpg,0.983,animal,0.983,"[0.5927, 0.3407, 0.4072, 0.6277]",True
ZJ000336,train_features/ZJ000336.jpg,S0001,bird,ZJ000336.jpg,0.775,animal,0.775,"[0.5015, 0.8472, 0.114, 0.1083]",True
ZJ000337,train_features/ZJ000337.jpg,S0060,civet_genet,ZJ000337.jpg,0.637,animal,0.637,"[0.3822, 0.6185, 0.2135, 0.1814]",True
ZJ000338,train_features/ZJ000338.jpg,S0001,leopard,,,,,,False
ZJ000339,train_features/ZJ000339.jpg,S0161,monkey_prosimian,ZJ000339.jpg,0.65,animal,0.65,"[0.7906, 0.4666, 0.1015, 0.2083]",True
ZJ000340,train_features/ZJ000340.jpg,S0186,antelope_duiker,ZJ000340.jpg,0.848,animal,0.848,"[0.6947, 0.5777, 0.3052, 0.3814]",True
ZJ000341,train_features/ZJ000341.jpg,S0127,blank,,,,,,False
ZJ000342,train_features/ZJ000342.jpg,S0164,antelope_duiker,ZJ000342.jpg,0.65,animal,0.65,"[0.2888, 0.7041, 0.1777, 0.2958]",True
ZJ000343,train_features/ZJ000343.jpg,S0062,rodent,,,,,,False
ZJ000344,train_features/ZJ000344.jpg,S0101,bird,,,,,,False
ZJ000345,train_features/ZJ000345.jpg,S0051,monkey_prosimian,ZJ000345.jpg,0.732,animal,0.732,"[0.5729, 0.3444, 0.1052, 0.1296]",True
ZJ000346,train_features/ZJ000346.jpg,S0070,civet_genet,ZJ000346.jpg,0.823,animal,0.823,"[0.2666, 0.7277, 0.1385, 0.2203]",True
ZJ000347,train_features/ZJ000347.jpg,S0035,monkey_prosimian,ZJ000347.jpg,0.723,animal,0.723,"[0.3265, 0.6166, 0.2546, 0.2583]",True
ZJ000348,train_features/ZJ000348.jpg,S0022,leopard,,,,,,False
ZJ000349,train_features/ZJ000349.jpg,S0051,blank,,,,,,False
ZJ000350,train_features/ZJ000350.jpg,S0101,hog,ZJ000350.jpg,0.783,animal,0.783,"[0.2218, 0.3638, 0.3484, 0.3555]",True
ZJ000351,train_features/ZJ000351.jpg,S0127,blank,,,,,,False
ZJ000352,train_features/ZJ000352.jpg,S0020,civet_genet,ZJ000352.jpg,0.91,animal,0.91,"[0.5531, 0.4777, 0.2552, 0.2722]",True
ZJ000353,train_features/ZJ000353.jpg,S0036,antelope_duiker,,,,,,False
ZJ000354,train_features/ZJ000354.jpg,S0049,civet_genet,ZJ000354.jpg,0.908,animal,0.908,"[0, 0.3944, 0.3312, 0.3055]",True
ZJ000355,train_features/ZJ000355.jpg,S0062,rodent,ZJ000355.jpg,0.834,animal,0.834,"[0.3812, 0.5925, 0.1177, 0.1222]",True
ZJ000356,train_features/ZJ000356.jpg,S0060,civet_genet,ZJ000356.jpg,0.837,animal,0.837,"[0.2906, 0.8, 0.3614, 0.1685]",True
ZJ000357,train_features/ZJ000357.jpg,S0053,antelope_duiker,ZJ000357.jpg,0.783,animal,0.783,"[0.651, 0.4777, 0.09791, 0.1481]",True
ZJ000358,train_features/ZJ000358.jpg,S0051,monkey_prosimian,ZJ000358.jpg,0.91,animal,0.91,"[0.5541, 0.3333, 0.1687, 0.1796]",True
ZJ000359,train_features/ZJ000359.jpg,S0031,leopard,,,,,,False
ZJ000360,train_features/ZJ000360.jpg,S0059,rodent,ZJ000360.jpg,0.918,animal,0.918,"[0.7937, 0.7703, 0.06875, 0.1981]",True
ZJ000361,train_features/ZJ000361.jpg,S0147,rodent,ZJ000361.jpg,0.827,animal,0.827,"[0.1624, 0.7583, 0.2343, 0.1083]",True
ZJ000362,train_features/ZJ000362.jpg,S0014,hog,ZJ000362.jpg,0.906,animal,0.906,"[0, 0.3638, 0.8874, 0.6333]",True
ZJ000363,train_features/ZJ000363.jpg,S0008,blank,,,,,,False
ZJ000364,train_features/ZJ000364.jpg,S0133,antelope_duiker,ZJ000364.jpg,0.601,animal,0.601,"[0.6468, 0.3638, 0.3531, 0.6333]",True
ZJ000365,train_features/ZJ000365.jpg,S0071,rodent,,,,,,False
ZJ000366,train_features/ZJ000366.jpg,S0062,rodent,ZJ000366.jpg,0.909,animal,0.909,"[0.6197, 0.5018, 0.05208, 0.1833]",True
ZJ000367,train_features/ZJ000367.jpg,S0043,leopard,,,,,,False
ZJ000368,train_features/ZJ000368.jpg,S0035,antelope_duiker,ZJ000368.jpg,0.888,animal,0.888,"[0.8421, 0.275, 0.1578, 0.5861]",True
ZJ000369,train_features/ZJ000369.jpg,S0062,rodent,ZJ000369.jpg,0.77,animal,0.77,"[0.5083, 0.5388, 0.1791, 0.09629]",True
ZJ000370,train_features/ZJ000370.jpg,S0110,blank,,,,,,False
ZJ000371,train_features/ZJ000371.jpg,S0063,blank,,,,,,False
ZJ000372,train_features/ZJ000372.jpg,S0063,blank,,,,,,False
ZJ000373,train_features/ZJ000373.jpg,S0008,rodent,ZJ000373.jpg,0.799,animal,0.799,"[0.001562, 0.6305, 0.2156, 0.3194]",True
ZJ000374,train_features/ZJ000374.jpg,S0123,monkey_prosimian,ZJ000374.jpg,0.944,animal,0.944,"[0.2624, 0.5722, 0.4859, 0.3805]",True
ZJ000375,train_features/ZJ000375.jpg,S0120,rodent,,,,,,False
ZJ000376,train_features/ZJ000376.jpg,S0036,leopard,ZJ000376.jpg,0.863,animal,0.863,"[0.4843, 0.5701, 0.1171, 0.3671]",True
ZJ000377,train_features/ZJ000377.jpg,S0120,rodent,ZJ000377.jpg,0.882,animal,0.882,"[0.6541, 0.274, 0.1385, 0.1629]",True
ZJ000378,train_features/ZJ000378.jpg,S0036,leopard,ZJ000378.jpg,0.862,animal,0.862,"[0, 0.3701, 1.0, 0.6268]",True
ZJ000379,train_features/ZJ000379.jpg,S0060,civet_genet,ZJ000379.jpg,0.832,animal,0.832,"[0.2874, 0.6148, 0.2031, 0.1796]",True
ZJ000380,train_features/ZJ000380.jpg,S0009,bird,,,,,,False
ZJ000381,train_features/ZJ000381.jpg,S0061,blank,,,,,,False
ZJ000382,train_features/ZJ000382.jpg,S0063,antelope_duiker,ZJ000382.jpg,0.927,animal,0.927,"[0, 0.4981, 0.1687, 0.4481]",True
ZJ000383,train_features/ZJ000383.jpg,S0101,hog,ZJ000383.jpg,0.93,animal,0.93,"[0.02187, 0.3861, 0.5, 0.5666]",True
ZJ000384,train_features/ZJ000384.jpg,S0160,leopard,ZJ000384.jpg,0.69,animal,0.69,"[0, 0.4083, 0.4484, 0.5138]",True
ZJ000385,train_features/ZJ000385.jpg,S0009,bird,,,,,,False
ZJ000386,train_features/ZJ000386.jpg,S0120,antelope_duiker,ZJ000386.jpg,0.827,animal,0.827,"[0, 0.5055, 0.1312, 0.1851]",True
ZJ000387,train_features/ZJ000387.jpg,S0120,rodent,ZJ000387.jpg,0.861,animal,0.861,"[0.2197, 0.524, 0.1187, 0.1537]",True
ZJ000388,train_features/ZJ000388.jpg,S0001,leopard,,,,,,False
ZJ000389,train_features/ZJ000389.jpg,S0173,hog,ZJ000389.jpg,0.601,animal,0.601,"[0, 0.6059, 0.1656, 0.3791]",True
ZJ000390,train_features/ZJ000390.jpg,S0134,bird,,,,,,False
ZJ000391,train_features/ZJ000391.jpg,S0063,antelope_duiker,ZJ000391.jpg,0.669,animal,0.669,"[0.9187, 0.4722, 0.08124, 0.1537]",True
ZJ000392,train_features/ZJ000392.jpg,S0185,antelope_duiker,ZJ000392.jpg,0.619,animal,0.619,"[0.2611, 0.4625, 0.1555, 0.1041]",True
ZJ000393,train_features/ZJ000393.jpg,S0161,hog,,,,,,False
ZJ000394,train_features/ZJ000394.jpg,S0043,leopard,ZJ000394.jpg,0.715,animal,0.715,"[0.8062, 0, 0.1937, 1.0]",True
ZJ000395,train_features/ZJ000395.jpg,S0024,blank,,,,,,False
ZJ000396,train_features/ZJ000396.jpg,S0088,bird,ZJ000396.jpg,0.805,animal,0.805,"[0.5078, 0.4361, 0.075, 0.2555]",True
ZJ000397,train_features/ZJ000397.jpg,S0038,leopard,,,,,,False
ZJ000398,train_features/ZJ000398.jpg,S0137,rodent,,,,,,False
ZJ000399,train_features/ZJ000399.jpg,S0170,leopard,,,,,,False
ZJ000400,train_features/ZJ000400.jpg,S0193,monkey_prosimian,,,,,,False
ZJ000401,train_features/ZJ000401.jpg,S0063,antelope_duiker,ZJ000401.jpg,0.631,animal,0.631,"[0.6635, 0.3851, 0.1333, 0.1259]",True
ZJ000402,train_features/ZJ000402.jpg,S0149,blank,,,,,,False
ZJ000403,train_features/ZJ000403.jpg,S0059,bird,ZJ000403.jpg,0.723,animal,0.723,"[0.6822, 0.6019, 0.126, 0.198]",True
ZJ000404,train_features/ZJ000404.jpg,S0062,bird,ZJ000404.jpg,0.882,animal,0.882,"[0, 0.4759, 0.1458, 0.3111]",True
ZJ000405,train_features/ZJ000405.jpg,S0009,antelope_duiker,ZJ000405.jpg,0.934,animal,0.934,"[0.1062, 0.5111, 0.3671, 0.4416]",True
ZJ000406,train_features/ZJ000406.jpg,S0022,monkey_prosimian,ZJ000406.jpg,0.955,animal,0.955,"[0.3062, 0.7027, 0.2562, 0.2972]",True
ZJ000407,train_features/ZJ000407.jpg,S0061,blank,,,,,,False
ZJ000408,train_features/ZJ000408.jpg,S0083,leopard,,,,,,False
ZJ000409,train_features/ZJ000409.jpg,S0071,leopard,,,,,,False
ZJ000410,train_features/ZJ000410.jpg,S0104,antelope_duiker,,,,,,False
ZJ000411,train_features/ZJ000411.jpg,S0088,monkey_prosimian,,,,,,False
ZJ000412,train_features/ZJ000412.jpg,S0014,leopard,,,,,,False
ZJ000413,train_features/ZJ000413.jpg,S0060,blank,,,,,,False
ZJ000414,train_features/ZJ000414.jpg,S0179,leopard,,,,,,False
ZJ000415,train_features/ZJ000415.jpg,S0036,leopard,ZJ000415.jpg,0.803,animal,0.803,"[0.5187, 0.5761, 0.1359, 0.2597]",True
ZJ000416,train_features/ZJ000416.jpg,S0030,civet_genet,ZJ000416.jpg,0.925,animal,0.925,"[0.6322, 0.4851, 0.1333, 0.2759]",True
ZJ000417,train_features/ZJ000417.jpg,S0063,antelope_duiker,ZJ000417.jpg,0.965,animal,0.965,"[0.776, 0.6333, 0.2239, 0.3351]",True
ZJ000418,train_features/ZJ000418.jpg,S0095,civet_genet,ZJ000418.jpg,0.846,animal,0.846,"[0, 0.7185, 0.1375, 0.2277]",True
ZJ000419,train_features/ZJ000419.jpg,S0095,hog,ZJ000419.jpg,0.97,animal,0.97,"[0, 0.3314, 0.5416, 0.637]",True
ZJ000420,train_features/ZJ000420.jpg,S0025,monkey_prosimian,ZJ000420.jpg,0.921,animal,0.921,"[0.1703, 0.1861, 0.3718, 0.8111]",True
ZJ000421,train_features/ZJ000421.jpg,S0120,bird,ZJ000421.jpg,0.711,animal,0.711,"[0.2458, 0.487, 0.09687, 0.1222]",True
ZJ000422,train_features/ZJ000422.jpg,S0149,antelope_duiker,ZJ000422.jpg,0.764,animal,0.764,"[0.7281, 0.3555, 0.0625, 0.2361]",True
ZJ000423,train_features/ZJ000423.jpg,S0074,bird,ZJ000423.jpg,0.889,animal,0.889,"[0.7468, 0.06388, 0.03593, 0.1749]",True
ZJ000424,train_features/ZJ000424.jpg,S0134,bird,,,,,,False
ZJ000425,train_features/ZJ000425.jpg,S0036,leopard,ZJ000425.jpg,0.874,animal,0.874,"[0, 0.3611, 1.0, 0.6358]",True
ZJ000426,train_features/ZJ000426.jpg,S0177,blank,,,,,,False
ZJ000427,train_features/ZJ000427.jpg,S0159,hog,,,,,,False
ZJ000428,train_features/ZJ000428.jpg,S0013,antelope_duiker,ZJ000428.jpg,0.727,animal,0.727,"[0.7296, 0.5138, 0.06718, 0.2472]",True
ZJ000429,train_features/ZJ000429.jpg,S0131,bird,ZJ000429.jpg,0.808,animal,0.808,"[0.3312, 0.625, 0.2796, 0.3305]",True
ZJ000430,train_features/ZJ000430.jpg,S0005,monkey_prosimian,ZJ000430.jpg,0.809,animal,0.809,"[0.01718, 0.6861, 0.09218, 0.1861]",True
ZJ000431,train_features/ZJ000431.jpg,S0120,bird,ZJ000431.jpg,0.919,animal,0.919,"[0.05833, 0.8259, 0.1906, 0.1425]",True
ZJ000432,train_features/ZJ000432.jpg,S0060,civet_genet,,,,,,False
ZJ000433,train_features/ZJ000433.jpg,S0017,blank,,,,,,False
ZJ000434,train_features/ZJ000434.jpg,S0080,blank,,,,,,False
ZJ000435,train_features/ZJ000435.jpg,S0120,antelope_duiker,ZJ000435.jpg,0.771,animal,0.771,"[0.5583, 0.7685, 0.4302, 0.2018]",True
ZJ000436,train_features/ZJ000436.jpg,S0023,blank,,,,,,False
ZJ000437,train_features/ZJ000437.jpg,S0110,antelope_duiker,ZJ000437.jpg,0.891,animal,0.891,"[0.314, 0.4833, 0.1906, 0.3111]",True
ZJ000438,train_features/ZJ000438.jpg,S0060,civet_genet,,,,,,False
ZJ000439,train_features/ZJ000439.jpg,S0051,antelope_duiker,ZJ000439.jpg,0.935,animal,0.935,"[0.7593, 0.3592, 0.2041, 0.4092]",True
ZJ000440,train_features/ZJ000440.jpg,S0115,monkey_prosimian,,,,,,False
ZJ000441,train_features/ZJ000441.jpg,S0047,blank,,,,,,False
ZJ000442,train_features/ZJ000442.jpg,S0147,civet_genet,ZJ000442.jpg,0.764,animal,0.764,"[0.1937, 0.6222, 0.4109, 0.2805]",True
ZJ000443,train_features/ZJ000443.jpg,S0032,antelope_duiker,,,,,,False
ZJ000444,train_features/ZJ000444.jpg,S0004,monkey_prosimian,ZJ000444.jpg,0.945,animal,0.945,"[0.7578, 0.6611, 0.1687, 0.2916]",True
ZJ000445,train_features/ZJ000445.jpg,S0083,leopard,,,,,,False
ZJ000446,train_features/ZJ000446.jpg,S0089,civet_genet,ZJ000446.jpg,0.943,animal,0.943,"[0.2765, 0.7916, 0.3515, 0.1638]",True
ZJ000447,train_features/ZJ000447.jpg,S0031,leopard,ZJ000447.jpg,0.73,animal,0.73,"[0, 0.6055, 0.4, 0.3944]",True
ZJ000448,train_features/ZJ000448.jpg,S0069,monkey_prosimian,,,,,,False
ZJ000449,train_features/ZJ000449.jpg,S0141,bird,ZJ000449.jpg,0.766,animal,0.766,"[0.2828, 0.6447, 0.09843, 0.197]",True
ZJ000450,train_features/ZJ000450.jpg,S0136,monkey_prosimian,ZJ000450.jpg,0.73,animal,0.73,"[0.7218, 0.8777, 0.1218, 0.07777]",True
ZJ000451,train_features/ZJ000451.jpg,S0085,antelope_duiker,ZJ000451.jpg,0.945,animal,0.945,"[0.2437, 0.4777, 0.2468, 0.3777]",True
ZJ000452,train_features/ZJ000452.jpg,S0063,civet_genet,,,,,,False
ZJ000453,train_features/ZJ000453.jpg,S0147,rodent,,,,,,False
ZJ000454,train_features/ZJ000454.jpg,S0180,antelope_duiker,ZJ000454.jpg,0.752,animal,0.752,"[0, 0.2624, 0.4277, 0.4916]",True
ZJ000455,train_features/ZJ000455.jpg,S0147,rodent,,,,,,False
ZJ000456,train_features/ZJ000456.jpg,S0071,leopard,,,,,,False
ZJ000457,train_features/ZJ000457.jpg,S0060,rodent,,,,,,False
ZJ000458,train_features/ZJ000458.jpg,S0009,hog,,,,,,False
ZJ000459,train_features/ZJ000459.jpg,S0159,hog,,,,,,False
ZJ000460,train_features/ZJ000460.jpg,S0108,bird,ZJ000460.jpg,0.869,animal,0.869,"[0, 0.6888, 0.1093, 0.1888]",True
ZJ000461,train_features/ZJ000461.jpg,S0059,rodent,ZJ000461.jpg,0.766,animal,0.766,"[0.75, 0.874, 0.125, 0.09444]",True
ZJ000462,train_features/ZJ000462.jpg,S0043,leopard,ZJ000462.jpg,0.633,animal,0.633,"[0.225, 0, 0.7734, 0.997]",True
ZJ000463,train_features/ZJ000463.jpg,S0043,leopard,,,,,,False
ZJ000464,train_features/ZJ000464.jpg,S0080,rodent,,,,,,False
ZJ000465,train_features/ZJ000465.jpg,S0130,antelope_duiker,ZJ000465.jpg,0.753,animal,0.753,"[0.5984, 0.4249, 0.1187, 0.3249]",True
ZJ000466,train_features/ZJ000466.jpg,S0044,blank,,,,,,False
ZJ000467,train_features/ZJ000467.jpg,S0030,leopard,ZJ000467.jpg,0.755,animal,0.755,"[0.4989, 0.2759, 0.1687, 0.3796]",True
ZJ000468,train_features/ZJ000468.jpg,S0035,antelope_duiker,ZJ000468.jpg,0.868,animal,0.868,"[0, 0.5055, 0.2937, 0.4944]",True
ZJ000469,train_features/ZJ000469.jpg,S0137,blank,,,,,,False
ZJ000470,train_features/ZJ000470.jpg,S0008,rodent,ZJ000470.jpg,0.661,animal,0.661,"[0, 0.7027, 0.2062, 0.25]",True
