,id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
171,ZJ016659,test_features/ZJ016659.jpg,S0057,0.00671,"(5, 4, 514, 952)","[0, 0.001851, 1.0, 0.9666]",True,,,
172,ZJ016660,test_features/ZJ016660.jpg,S0086,0.036,"(143, 136, 14, 6)","[0.4124, 0.5791, 0.04374, 0.09166]",True,,,
173,ZJ016661,test_features/ZJ016661.jpg,S0100,0.218,"(238, 279, 33, 29)","[0.4296, 0.65, 0.05781, 0.1138]",True,,,
174,ZJ016662,test_features/ZJ016662.jpg,S0033,0.894,"(177, 282, 162, 292)","[0.4343, 0.4805, 0.4687, 0.4722]",True,[169 279 173 289],0.4601708948612213,leopard
175,ZJ016663,test_features/ZJ016663.jpg,S0082,0.819,"(54, 8, 465, 865)","[0.004166, 0.09259, 0.9093, 0.8759]",True,[ 35 138 487 731],0.6257543563842773,leopard
176,ZJ016664,test_features/ZJ016664.jpg,S0091,0.121,"(394, 379, 72, 96)","[0.3906, 0.7222, 0.1083, 0.1481]",True,,,
177,ZJ016665,test_features/ZJ016665.jpg,S0041,0.228,"(160, 452, 43, 64)","[0.7, 0.4333, 0.1124, 0.1416]",True,,,
178,ZJ016666,test_features/ZJ016666.jpg,S0040,0.912,"(184, 4, 333, 591)","[0, 0.3333, 0.6239, 0.6314]",True,[187   0 327 958],0.3093012273311615,animal
179,ZJ016667,test_features/ZJ016667.jpg,S0040,0.882,"(210, 576, 102, 79)","[0.5958, 0.3814, 0.09062, 0.2037]",True,[201 568 111  92],0.3972000777721405,animal
180,ZJ016668,test_features/ZJ016668.jpg,S0142,0.0132,"(242, 4, 46, 15)","[0, 0.6611, 0.03593, 0.15]",True,,,
181,ZJ016669,test_features/ZJ016669.jpg,S0057,0.237,"(4, 118, 494, 737)","[0.1187, 0, 0.776, 0.9296]",True,,,
182,ZJ016670,test_features/ZJ016670.jpg,S0039,0.478,"(375, 231, 79, 62)","[0.2364, 0.687, 0.07291, 0.1611]",True,,,
183,ZJ016671,test_features/ZJ016671.jpg,S0199,0.0186,"(137, 56, 34, 123)","[0.1444, 0.5541, 0.3638, 0.1749]",True,,,
184,ZJ016672,test_features/ZJ016672.jpg,S0067,0.245,"(145, 142, 210, 453)","[0.2156, 0.3916, 0.7203, 0.6055]",True,,,
185,ZJ016673,test_features/ZJ016673.jpg,S0065,,,,False,,,
186,ZJ016674,test_features/ZJ016674.jpg,S0189,0.751,"(163, 142, 58, 116)","[0.3833, 0.6625, 0.3444, 0.275]",True,[159 136  65 122],0.5100574493408203,monkey_prosimian
187,ZJ016675,test_features/ZJ016675.jpg,S0072,0.912,"(397, 388, 122, 171)","[0.4, 0.7277, 0.1864, 0.2407]",True,[395 382 128 181],0.6683661341667175,monkey_prosimian
188,ZJ016676,test_features/ZJ016676.jpg,S0128,0.364,"(326, 544, 14, 92)","[0.8437, 0.8944, 0.1562, 0.06111]",True,,,
189,ZJ016677,test_features/ZJ016677.jpg,S0040,0.828,"(186, 750, 77, 206)","[0.777, 0.337, 0.2229, 0.1574]",True,,,
190,ZJ016678,test_features/ZJ016678.jpg,S0086,0.358,"(123, 183, 98, 108)","[0.5593, 0.4958, 0.3625, 0.4416]",True,[119 181 101  92],0.3092173933982849,monkey_prosimian
191,ZJ016679,test_features/ZJ016679.jpg,S0072,0.468,"(402, 368, 30, 162)","[0.3791, 0.737, 0.177, 0.07037]",True,,,
192,ZJ016680,test_features/ZJ016680.jpg,S0040,0.0324,"(137, 429, 83, 75)","[0.4427, 0.2462, 0.08645, 0.1685]",True,,,
193,ZJ016681,test_features/ZJ016681.jpg,S0037,0.728,"(233, 337, 123, 289)","[0.5203, 0.6361, 0.464, 0.3638]",True,,,
194,ZJ016682,test_features/ZJ016682.jpg,S0128,0.871,"(219, 276, 96, 36)","[0.4249, 0.5972, 0.06875, 0.2888]",True,[215 271 100  45],0.4734293818473816,monkey_prosimian
195,ZJ016683,test_features/ZJ016683.jpg,S0041,0.0231,"(122, 4, 55, 18)","[0, 0.3277, 0.04062, 0.1749]",True,,,
196,ZJ016684,test_features/ZJ016684.jpg,S0040,0.53,"(290, 5, 230, 951)","[0.001041, 0.5296, 0.9989, 0.4407]",True,,,
197,ZJ016685,test_features/ZJ016685.jpg,S0142,0.281,"(147, 465, 109, 125)","[0.7203, 0.3972, 0.2078, 0.3249]",True,,,
198,ZJ016686,test_features/ZJ016686.jpg,S0067,0.432,"(232, 348, 44, 96)","[0.5374, 0.6333, 0.1624, 0.1444]",True,[223 346  55 105],0.339384526014328,bird
199,ZJ016687,test_features/ZJ016687.jpg,S0194,0.487,"(4, 4, 229, 19)","[0, 0, 0.075, 0.9875]",True,,,
200,ZJ016688,test_features/ZJ016688.jpg,S0072,0.608,"(295, 626, 102, 103)","[0.6479, 0.5388, 0.1156, 0.2037]",True,,,
201,ZJ016689,test_features/ZJ016689.jpg,S0126,0.00713,"(389, 4, 108, 153)","[0, 0.7129, 0.1677, 0.2148]",True,,,
202,ZJ016690,test_features/ZJ016690.jpg,S0064,,,,False,,,
203,ZJ016691,test_features/ZJ016691.jpg,S0086,0.646,"(131, 118, 100, 50)","[0.3562, 0.5291, 0.1812, 0.4499]",True,[127 110 102  62],0.49446818232536316,animal
204,ZJ016692,test_features/ZJ016692.jpg,S0012,0.0167,"(9, 4, 507, 947)","[0, 0.009259, 0.9947, 0.9537]",True,[502   0  36  36],0.370155394077301,civet_genet
205,ZJ016693,test_features/ZJ016693.jpg,S0114,0.818,"(4, 4, 335, 437)","[0, 0, 0.6953, 0.9527]",True,[  0   0 343 443],0.7176027894020081,leopard
206,ZJ016694,test_features/ZJ016694.jpg,S0040,0.0598,"(449, 79, 71, 203)","[0.07812, 0.824, 0.2197, 0.1462]",True,,,
207,ZJ016695,test_features/ZJ016695.jpg,S0091,0.94,"(290, 56, 186, 195)","[0.05416, 0.5296, 0.2114, 0.3592]",True,[285  53 191 201],0.4717342257499695,monkey_prosimian
208,ZJ016696,test_features/ZJ016696.jpg,S0100,,,,False,,,
209,ZJ016697,test_features/ZJ016697.jpg,S0162,0.285,"(449, 431, 71, 153)","[0.4447, 0.824, 0.1677, 0.1462]",True,,,
210,ZJ016698,test_features/ZJ016698.jpg,S0100,0.905,"(163, 126, 176, 482)","[0.1906, 0.4416, 0.7656, 0.5111]",True,[159 122 183 487],0.471854031085968,animal
211,ZJ016699,test_features/ZJ016699.jpg,S0040,0.871,"(282, 83, 83, 197)","[0.08229, 0.5148, 0.2135, 0.1685]",True,,,
212,ZJ016700,test_features/ZJ016700.jpg,S0082,0.829,"(6, 276, 514, 679)","[0.2833, 0.003703, 0.7156, 0.9666]",True,[ 51 259 471 700],0.42878258228302,leopard
213,ZJ016701,test_features/ZJ016701.jpg,S0116,0.873,"(293, 342, 47, 56)","[0.5281, 0.8027, 0.1, 0.1527]",True,[287 334  57  75],0.45092448592185974,bird
214,ZJ016702,test_features/ZJ016702.jpg,S0037,0.681,"(176, 483, 102, 153)","[0.7484, 0.4777, 0.2515, 0.3055]",True,[170 479 113 160],0.39861971139907837,animal
215,ZJ016703,test_features/ZJ016703.jpg,S0116,0.672,"(293, 326, 38, 62)","[0.5031, 0.8626, 0.1093, 0.1373]",True,[287 321  46  72],0.43616363406181335,bird
216,ZJ016704,test_features/ZJ016704.jpg,S0033,0.897,"(168, 284, 171, 292)","[0.4375, 0.4555, 0.4687, 0.4972]",True,[154 280 189 295],0.36374542117118835,leopard
217,ZJ016705,test_features/ZJ016705.jpg,S0040,0.817,"(192, 368, 106, 123)","[0.3791, 0.3481, 0.1364, 0.2111]",True,[189 366 113 124],0.4172613024711609,bird
218,ZJ016706,test_features/ZJ016706.jpg,S0067,0.666,"(305, 65, 51, 122)","[0.09531, 0.8361, 0.2031, 0.1638]",True,,,
219,ZJ016707,test_features/ZJ016707.jpg,S0116,0.745,"(253, 417, 76, 104)","[0.6453, 0.6916, 0.1749, 0.2333]",True,[246 446  72  82],0.6672070026397705,bird
220,ZJ016708,test_features/ZJ016708.jpg,S0066,0.605,"(225, 458, 31, 97)","[0.7093, 0.6138, 0.164, 0.1083]",True,,,
221,ZJ016709,test_features/ZJ016709.jpg,S0012,0.61,"(335, 577, 86, 149)","[0.5968, 0.6129, 0.1635, 0.174]",True,,,
222,ZJ016710,test_features/ZJ016710.jpg,S0128,0.825,"(288, 525, 52, 111)","[0.814, 0.7888, 0.1859, 0.1666]",True,,,
223,ZJ016711,test_features/ZJ016711.jpg,S0099,0.145,"(5, 234, 241, 121)","[0.3593, 0.002777, 0.2015, 0.6916]",True,[  0 229 222 123],0.3646911382675171,leopard
224,ZJ016712,test_features/ZJ016712.jpg,S0012,0.587,"(326, 579, 84, 263)","[0.5989, 0.5962, 0.2822, 0.1703]",True,,,
225,ZJ016713,test_features/ZJ016713.jpg,S0118,0.0282,"(176, 521, 161, 112)","[0.8078, 0.4777, 0.1875, 0.4694]",True,,,
226,ZJ016714,test_features/ZJ016714.jpg,S0033,0.925,"(53, 373, 286, 263)","[0.5765, 0.1361, 0.4234, 0.8166]",True,[ 49 369 291 270],0.3053790330886841,leopard
227,ZJ016715,test_features/ZJ016715.jpg,S0100,0.262,"(230, 188, 96, 160)","[0.2874, 0.6277, 0.2624, 0.2888]",True,,,
228,ZJ016716,test_features/ZJ016716.jpg,S0142,0.54,"(186, 564, 49, 72)","[0.875, 0.5055, 0.125, 0.1583]",True,,,
229,ZJ016717,test_features/ZJ016717.jpg,S0189,0.144,"(187, 164, 48, 79)","[0.4444, 0.7624, 0.2416, 0.2333]",True,,,
230,ZJ016718,test_features/ZJ016718.jpg,S0114,0.908,"(4, 4, 326, 218)","[0, 0, 0.3531, 0.997]",True,[  0   0 327 225],0.5109847784042358,animal
231,ZJ016719,test_features/ZJ016719.jpg,S0100,,,,False,,,
232,ZJ016720,test_features/ZJ016720.jpg,S0040,0.0858,"(352, 4, 46, 29)","[0, 0.6444, 0.03854, 0.1]",True,,,
233,ZJ016721,test_features/ZJ016721.jpg,S0033,0.766,"(97, 39, 243, 226)","[0.05468, 0.2583, 0.3656, 0.6972]",True,[ 94  36 248 235],0.3566146492958069,bird
234,ZJ016722,test_features/ZJ016722.jpg,S0100,0.499,"(109, 4, 230, 319)","[0, 0.2916, 0.5109, 0.6611]",True,[107   0 235 325],0.4436338543891907,animal
235,ZJ016723,test_features/ZJ016723.jpg,S0040,0.665,"(246, 433, 40, 82)","[0.4468, 0.4481, 0.09375, 0.08888]",True,,,
236,ZJ016724,test_features/ZJ016724.jpg,S0128,0.00844,"(208, 507, 123, 86)","[0.7859, 0.5666, 0.1468, 0.3638]",True,,,
237,ZJ016725,test_features/ZJ016725.jpg,S0033,0.758,"(134, 287, 205, 348)","[0.4421, 0.3611, 0.5562, 0.5916]",True,[124 281 218 356],0.3949841260910034,leopard
238,ZJ016726,test_features/ZJ016726.jpg,S0128,0.462,"(266, 306, 46, 105)","[0.4718, 0.7277, 0.1765, 0.15]",True,[260 312  48  99],0.3883814811706543,bird
239,ZJ016727,test_features/ZJ016727.jpg,S0012,0.58,"(4, 67, 515, 889)","[0.06562, 0, 0.9343, 0.9685]",True,[  0  97 522 861],0.3872304856777191,animal
240,ZJ016728,test_features/ZJ016728.jpg,S0040,0.84,"(195, 278, 102, 374)","[0.2854, 0.3537, 0.3979, 0.2037]",True,[190 270 111 240],0.4309421479701996,animal
241,ZJ016729,test_features/ZJ016729.jpg,S0128,0.164,"(253, 513, 46, 22)","[0.7953, 0.6916, 0.04687, 0.15]",True,,,
242,ZJ016730,test_features/ZJ016730.jpg,S0162,0.159,"(183, 923, 127, 33)","[0.9572, 0.3475, 0.0427, 0.2621]",True,,,
243,ZJ016731,test_features/ZJ016731.jpg,S0040,0.186,"(290, 5, 230, 951)","[0.001041, 0.5296, 0.9989, 0.4407]",True,,,
244,ZJ016732,test_features/ZJ016732.jpg,S0086,0.464,"(71, 46, 64, 55)","[0.1312, 0.2791, 0.1968, 0.3]",True,,,
245,ZJ016733,test_features/ZJ016733.jpg,S0128,0.882,"(300, 451, 40, 138)","[0.6984, 0.8222, 0.2281, 0.1333]",True,[299 448  44 122],0.43111974000930786,animal
246,ZJ016734,test_features/ZJ016734.jpg,S0040,0.898,"(209, 518, 102, 137)","[0.5354, 0.3796, 0.151, 0.2037]",True,[198 516 114 140],0.42747974395751953,animal
247,ZJ016735,test_features/ZJ016735.jpg,S0086,0.662,"(129, 115, 107, 54)","[0.3468, 0.5208, 0.1937, 0.4791]",True,[126 109 104  65],0.500893771648407,animal
248,ZJ016736,test_features/ZJ016736.jpg,S0100,0.818,"(248, 286, 85, 159)","[0.4406, 0.6777, 0.2609, 0.2583]",True,[246 281  75 154],0.4633593261241913,animal
249,ZJ016737,test_features/ZJ016737.jpg,S0040,0.453,"(251, 112, 78, 197)","[0.1125, 0.4574, 0.2135, 0.1592]",True,,,
250,ZJ016738,test_features/ZJ016738.jpg,S0099,0.145,"(5, 234, 241, 121)","[0.3593, 0.002777, 0.2015, 0.6916]",True,[  0 229 222 123],0.3646911382675171,leopard
251,ZJ016739,test_features/ZJ016739.jpg,S0072,0.934,"(392, 415, 127, 133)","[0.4281, 0.7185, 0.1468, 0.25]",True,[390 410 133 139],0.4384720027446747,monkey_prosimian
252,ZJ016740,test_features/ZJ016740.jpg,S0040,0.27,"(290, 5, 230, 948)","[0.001041, 0.5296, 0.9958, 0.4407]",True,,,
253,ZJ016741,test_features/ZJ016741.jpg,S0040,0.875,"(312, 4, 121, 177)","[0, 0.5703, 0.1927, 0.2388]",True,[304   0 133 192],0.3432547450065613,animal
254,ZJ016742,test_features/ZJ016742.jpg,S0040,0.284,"(238, 456, 51, 80)","[0.4708, 0.4333, 0.09166, 0.1092]",True,,,
255,ZJ016743,test_features/ZJ016743.jpg,S0189,0.174,"(201, 119, 35, 36)","[0.3194, 0.8208, 0.1222, 0.1791]",True,,,
256,ZJ016744,test_features/ZJ016744.jpg,S0072,0.76,"(310, 557, 170, 253)","[0.576, 0.5666, 0.2718, 0.3296]",True,,,
257,ZJ016745,test_features/ZJ016745.jpg,S0116,0.895,"(227, 372, 92, 41)","[0.5749, 0.6194, 0.07656, 0.2777]",True,[221 367 100  50],0.3139702081680298,bird
258,ZJ016746,test_features/ZJ016746.jpg,S0162,0.701,"(141, 176, 291, 347)","[0.1791, 0.2537, 0.3697, 0.5537]",True,,,
259,ZJ016747,test_features/ZJ016747.jpg,S0072,0.92,"(364, 512, 155, 157)","[0.5291, 0.6666, 0.1718, 0.3018]",True,[361 508 160 167],0.5816075801849365,monkey_prosimian
260,ZJ016748,test_features/ZJ016748.jpg,S0116,0.826,"(273, 398, 59, 43)","[0.6156, 0.7472, 0.07968, 0.1861]",True,[269 392  67  55],0.6127365827560425,bird
261,ZJ016749,test_features/ZJ016749.jpg,S0166,0.465,"(174, 76, 55, 159)","[0.1124, 0.4722, 0.2609, 0.1749]",True,,,
262,ZJ016750,test_features/ZJ016750.jpg,S0116,0.587,"(290, 312, 50, 63)","[0.4812, 0.7944, 0.1109, 0.1611]",True,[285 306  58  72],0.5114081501960754,bird
263,ZJ016751,test_features/ZJ016751.jpg,S0116,0.895,"(258, 88, 82, 82)","[0.1312, 0.7055, 0.1406, 0.25]",True,[252  82  91  91],0.6087228655815125,bird
264,ZJ016752,test_features/ZJ016752.jpg,S0091,0.934,"(368, 651, 137, 118)","[0.6739, 0.674, 0.1312, 0.2685]",True,[364 644 134 134],0.610619843006134,bird
265,ZJ016753,test_features/ZJ016753.jpg,S0128,0.845,"(210, 200, 36, 75)","[0.3062, 0.5722, 0.1296, 0.1222]",True,[206 197  42  81],0.43291786313056946,animal
266,ZJ016754,test_features/ZJ016754.jpg,S0067,0.28,"(295, 78, 60, 99)","[0.1156, 0.8083, 0.1671, 0.1888]",True,[296  77  63 103],0.36449432373046875,animal
267,ZJ016755,test_features/ZJ016755.jpg,S0041,0.803,"(162, 477, 58, 85)","[0.739, 0.4388, 0.1453, 0.1833]",True,[157 474  55  79],0.4337031841278076,animal
268,ZJ016756,test_features/ZJ016756.jpg,S0114,0.00599,"(125, 494, 201, 142)","[0.7656, 0.3611, 0.2343, 0.6238]",True,,,
269,ZJ016757,test_features/ZJ016757.jpg,S0091,0.94,"(372, 646, 131, 127)","[0.6687, 0.6814, 0.1406, 0.2574]",True,[367 640 130 141],0.5140515565872192,bird
270,ZJ016758,test_features/ZJ016758.jpg,S0086,0.799,"(130, 115, 106, 49)","[0.3468, 0.5249, 0.1781, 0.4749]",True,[126 111 112  58],0.3371664881706238,monkey_prosimian
271,ZJ016759,test_features/ZJ016759.jpg,S0040,0.131,"(293, 4, 226, 683)","[0, 0.5351, 0.7197, 0.4333]",True,,,
272,ZJ016760,test_features/ZJ016760.jpg,S0116,0.86,"(268, 468, 72, 97)","[0.725, 0.7333, 0.164, 0.2222]",True,[263 463  78 107],0.5695471167564392,bird
273,ZJ016761,test_features/ZJ016761.jpg,S0118,,,,False,,,
274,ZJ016762,test_features/ZJ016762.jpg,S0162,0.0328,"(298, 391, 25, 46)","[0.4031, 0.5444, 0.05624, 0.06111]",True,,,
275,ZJ016763,test_features/ZJ016763.jpg,S0012,0.329,"(5, 68, 515, 888)","[0.06666, 0.001851, 0.9333, 0.9685]",True,[  0  87 522 871],0.36385297775268555,animal
276,ZJ016764,test_features/ZJ016764.jpg,S0040,0.0223,"(387, 4, 132, 291)","[0, 0.7092, 0.3114, 0.2592]",True,,,
277,ZJ016765,test_features/ZJ016765.jpg,S0126,,,,False,,,
278,ZJ016766,test_features/ZJ016766.jpg,S0041,0.109,"(161, 107, 15, 33)","[0.1609, 0.4361, 0.06406, 0.06388]",True,,,
279,ZJ016767,test_features/ZJ016767.jpg,S0162,0.245,"(435, 728, 69, 223)","[0.7541, 0.7981, 0.2406, 0.1425]",True,,,
280,ZJ016768,test_features/ZJ016768.jpg,S0064,0.279,"(275, 702, 44, 121)","[0.727, 0.5018, 0.1343, 0.09629]",True,,,
281,ZJ016769,test_features/ZJ016769.jpg,S0132,0.0126,"(267, 624, 69, 12)","[0.9687, 0.7305, 0.03125, 0.2138]",True,,,
282,ZJ016770,test_features/ZJ016770.jpg,S0040,0.0397,"(135, 429, 87, 75)","[0.4427, 0.2425, 0.08645, 0.1759]",True,,,
283,ZJ016771,test_features/ZJ016771.jpg,S0162,0.006,"(299, 388, 29, 54)","[0.3999, 0.5462, 0.06458, 0.06851]",True,,,
284,ZJ016772,test_features/ZJ016772.jpg,S0052,0.756,"(4, 4, 515, 952)","[0, 0, 1.0, 0.9685]",True,[  0   1 523 957],0.5252380967140198,leopard
285,ZJ016773,test_features/ZJ016773.jpg,S0041,0.742,"(158, 515, 103, 88)","[0.7984, 0.4277, 0.15, 0.3083]",True,[154 510 111 104],0.3779657483100891,animal
286,ZJ016774,test_features/ZJ016774.jpg,S0128,0.59,"(263, 211, 17, 80)","[0.3234, 0.7731, 0.1375, 0.07462]",True,[259 208  21  89],0.30392858386039734,animal
287,ZJ016775,test_features/ZJ016775.jpg,S0116,0.399,"(275, 424, 64, 60)","[0.6562, 0.7527, 0.1062, 0.2]",True,[322   0  36  36],0.3094787001609802,civet_genet
288,ZJ016776,test_features/ZJ016776.jpg,S0065,0.314,"(170, 158, 74, 185)","[0.2406, 0.4611, 0.3015, 0.2277]",True,,,
289,ZJ016777,test_features/ZJ016777.jpg,S0086,0.897,"(132, 128, 103, 93)","[0.3875, 0.5333, 0.3156, 0.4625]",True,[129 123 107 103],0.6539061069488525,monkey_prosimian
290,ZJ016778,test_features/ZJ016778.jpg,S0142,0.0162,"(284, 620, 27, 16)","[0.9624, 0.7777, 0.0375, 0.09722]",True,,,
291,ZJ016779,test_features/ZJ016779.jpg,S0111,0.779,"(184, 359, 34, 61)","[0.5546, 0.5, 0.1078, 0.1166]",True,[178 353  42  71],0.30532386898994446,animal
292,ZJ016780,test_features/ZJ016780.jpg,S0041,0.903,"(162, 479, 114, 103)","[0.7421, 0.4388, 0.1734, 0.3388]",True,[158 474 118 109],0.36909425258636475,animal
293,ZJ016781,test_features/ZJ016781.jpg,S0114,,,,False,[322   0  36  36],0.3700169324874878,civet_genet
294,ZJ016782,test_features/ZJ016782.jpg,S0132,0.836,"(184, 32, 156, 121)","[0.04375, 0.5, 0.2015, 0.4555]",True,,,
295,ZJ016783,test_features/ZJ016783.jpg,S0064,0.27,"(309, 272, 41, 118)","[0.2791, 0.5648, 0.1312, 0.09074]",True,,,
296,ZJ016784,test_features/ZJ016784.jpg,S0040,0.501,"(236, 369, 60, 60)","[0.3802, 0.4296, 0.07083, 0.1259]",True,[222 358  74  75],0.33735817670822144,animal
297,ZJ016785,test_features/ZJ016785.jpg,S0189,0.857,"(101, 119, 119, 67)","[0.3194, 0.4041, 0.2083, 0.5291]",True,[ 95 114 127  77],0.4137205481529236,monkey_prosimian
298,ZJ016786,test_features/ZJ016786.jpg,S0128,0.379,"(296, 162, 43, 38)","[0.2468, 0.8111, 0.07187, 0.1416]",True,,,
299,ZJ016787,test_features/ZJ016787.jpg,S0064,0.176,"(404, 756, 116, 200)","[0.7833, 0.7407, 0.2166, 0.2296]",True,[263 755  64  75],0.3061240017414093,bird
300,ZJ016788,test_features/ZJ016788.jpg,S0012,0.861,"(242, 368, 65, 67)","[0.3791, 0.4407, 0.07812, 0.1351]",True,,,
301,ZJ016789,test_features/ZJ016789.jpg,S0116,0.828,"(190, 129, 51, 110)","[0.1953, 0.5166, 0.1843, 0.1638]",True,,,
302,ZJ016790,test_features/ZJ016790.jpg,S0033,0.42,"(168, 621, 171, 15)","[0.964, 0.4555, 0.03593, 0.4972]",True,,,
303,ZJ016791,test_features/ZJ016791.jpg,S0086,0.361,"(77, 31, 56, 70)","[0.08437, 0.3041, 0.2437, 0.2666]",True,,,
304,ZJ016792,test_features/ZJ016792.jpg,S0041,0.353,"(161, 279, 37, 41)","[0.4296, 0.4361, 0.07656, 0.125]",True,,,
305,ZJ016793,test_features/ZJ016793.jpg,S0126,0.668,"(426, 589, 93, 112)","[0.6093, 0.7814, 0.125, 0.187]",True,,,
306,ZJ016794,test_features/ZJ016794.jpg,S0037,0.955,"(4, 4, 337, 195)","[0, 0, 0.3171, 0.9583]",True,[  0   0 338 201],0.504339873790741,animal
307,ZJ016795,test_features/ZJ016795.jpg,S0065,0.579,"(318, 322, 22, 125)","[0.4968, 0.8722, 0.2078, 0.08333]",True,[312 318  31 127],0.32680535316467285,animal
308,ZJ016796,test_features/ZJ016796.jpg,S0086,0.749,"(123, 175, 93, 53)","[0.5343, 0.4958, 0.1906, 0.4208]",True,[119 168  94 128],0.3494715094566345,animal
309,ZJ016797,test_features/ZJ016797.jpg,S0072,0.918,"(381, 477, 138, 204)","[0.4927, 0.6981, 0.2208, 0.2703]",True,[376 477 145 208],0.5049813985824585,monkey_prosimian
310,ZJ016798,test_features/ZJ016798.jpg,S0057,0.58,"(4, 295, 515, 659)","[0.3031, 0, 0.6947, 0.9685]",True,,,
311,ZJ016799,test_features/ZJ016799.jpg,S0128,0.893,"(283, 323, 56, 120)","[0.4984, 0.7749, 0.2, 0.1777]",True,[279 312  64 135],0.4759058654308319,animal
312,ZJ016800,test_features/ZJ016800.jpg,S0065,0.758,"(300, 230, 39, 81)","[0.3531, 0.8222, 0.139, 0.1305]",True,,,
313,ZJ016801,test_features/ZJ016801.jpg,S0067,0.847,"(196, 9, 138, 216)","[0.007812, 0.5333, 0.3499, 0.4055]",True,,,
314,ZJ016802,test_features/ZJ016802.jpg,S0033,0.776,"(145, 284, 194, 308)","[0.4374, 0.3916, 0.4937, 0.5611]",True,[129 280 213 313],0.654961109161377,leopard
315,ZJ016803,test_features/ZJ016803.jpg,S0162,0.438,"(469, 78, 51, 120)","[0.07708, 0.8611, 0.1333, 0.1092]",True,,,
316,ZJ016804,test_features/ZJ016804.jpg,S0040,0.0788,"(289, 5, 230, 948)","[0.001041, 0.5277, 0.9958, 0.4407]",True,,,
317,ZJ016805,test_features/ZJ016805.jpg,S0111,0.875,"(232, 369, 124, 158)","[0.5703, 0.6333, 0.2593, 0.3666]",True,[228 365 131 171],0.3473740220069885,animal
318,ZJ016806,test_features/ZJ016806.jpg,S0055,0.697,"(83, 269, 219, 358)","[0.414, 0.2194, 0.5718, 0.6305]",True,[ 79 291 178 322],0.40640220046043396,antelope_duiker
319,ZJ016807,test_features/ZJ016807.jpg,S0145,0.00826,"(197, 581, 71, 26)","[0.9015, 0.5361, 0.05312, 0.2194]",True,,,
320,ZJ016808,test_features/ZJ016808.jpg,S0194,0.758,"(4, 4, 227, 18)","[0, 0, 0.07222, 0.9791]",True,,,
321,ZJ016809,test_features/ZJ016809.jpg,S0072,0.446,"(410, 316, 44, 66)","[0.3249, 0.7518, 0.07708, 0.09629]",True,,,
322,ZJ016810,test_features/ZJ016810.jpg,S0100,0.418,"(121, 60, 217, 576)","[0.08749, 0.3249, 0.9125, 0.625]",True,[322   0  37  36],0.3121783137321472,civet_genet
323,ZJ016811,test_features/ZJ016811.jpg,S0111,0.754,"(186, 352, 36, 55)","[0.5437, 0.5055, 0.09843, 0.1222]",True,,,
324,ZJ016812,test_features/ZJ016812.jpg,S0033,0.844,"(134, 284, 205, 351)","[0.4375, 0.3611, 0.5609, 0.5916]",True,[127 280 215 319],0.6200893521308899,leopard
325,ZJ016813,test_features/ZJ016813.jpg,S0064,0.0316,"(347, 359, 61, 50)","[0.3697, 0.6351, 0.06041, 0.1277]",True,,,
326,ZJ016814,test_features/ZJ016814.jpg,S0034,0.311,"(278, 253, 62, 47)","[0.389, 0.7611, 0.08593, 0.1944]",True,,,
327,ZJ016815,test_features/ZJ016815.jpg,S0128,0.555,"(309, 521, 31, 115)","[0.8078, 0.8472, 0.1921, 0.1083]",True,[304 521  40 117],0.34485769271850586,bird
328,ZJ016816,test_features/ZJ016816.jpg,S0162,0.0169,"(430, 847, 89, 109)","[0.8781, 0.7888, 0.1218, 0.1796]",True,,,
329,ZJ016817,test_features/ZJ016817.jpg,S0040,0.883,"(81, 7, 328, 426)","[0.003125, 0.1425, 0.452, 0.6222]",True,[ 76   4 333 436],0.5124456286430359,monkey_prosimian
330,ZJ016818,test_features/ZJ016818.jpg,S0145,0.547,"(250, 538, 87, 98)","[0.8343, 0.6833, 0.1656, 0.2638]",True,,,
331,ZJ016819,test_features/ZJ016819.jpg,S0040,0.868,"(263, 759, 67, 134)","[0.7864, 0.4796, 0.1479, 0.1388]",True,,,
332,ZJ016820,test_features/ZJ016820.jpg,S0114,0.0992,"(217, 320, 43, 15)","[0.4937, 0.6358, 0.03593, 0.1522]",True,[315 281  19 148],0.3850286304950714,leopard
333,ZJ016821,test_features/ZJ016821.jpg,S0100,0.865,"(199, 214, 130, 197)","[0.3281, 0.5416, 0.3203, 0.3833]",True,[193 207 139 201],0.3338693082332611,hog
334,ZJ016822,test_features/ZJ016822.jpg,S0132,0.578,"(177, 157, 79, 114)","[0.239, 0.4805, 0.1906, 0.2416]",True,[171 161  87 103],0.3405514657497406,animal
335,ZJ016823,test_features/ZJ016823.jpg,S0072,0.929,"(387, 399, 132, 129)","[0.4114, 0.7092, 0.1427, 0.2592]",True,[384 392 139 136],0.5459455251693726,monkey_prosimian
336,ZJ016824,test_features/ZJ016824.jpg,S0189,0.876,"(159, 202, 43, 74)","[0.5499, 0.6458, 0.2277, 0.2125]",True,[157 198  37  80],0.3054710626602173,animal
337,ZJ016825,test_features/ZJ016825.jpg,S0041,0.0411,"(146, 189, 97, 87)","[0.289, 0.3944, 0.1484, 0.2916]",True,,,
338,ZJ016826,test_features/ZJ016826.jpg,S0162,0.871,"(183, 376, 197, 238)","[0.3875, 0.3314, 0.2562, 0.3796]",True,,,
