id,filepath,site,conf,bbox,bbox_normalized,bbox_true
ZJ016693,test_features/ZJ016693.jpg,S0114,0.818,"(4, 4, 335, 437)","[0, 0, 0.6953, 0.9527]",True
ZJ016694,test_features/ZJ016694.jpg,S0040,0.0598,"(449, 79, 71, 203)","[0.07812, 0.824, 0.2197, 0.1462]",True
ZJ016695,test_features/ZJ016695.jpg,S0091,0.94,"(290, 56, 186, 195)","[0.05416, 0.5296, 0.2114, 0.3592]",True
ZJ016696,test_features/ZJ016696.jpg,S0100,,,,False
ZJ016697,test_features/ZJ016697.jpg,S0162,0.285,"(449, 431, 71, 153)","[0.4447, 0.824, 0.1677, 0.1462]",True
ZJ016698,test_features/ZJ016698.jpg,S0100,0.905,"(163, 126, 176, 482)","[0.1906, 0.4416, 0.7656, 0.5111]",True
ZJ016699,test_features/ZJ016699.jpg,S0040,0.871,"(282, 83, 83, 197)","[0.08229, 0.5148, 0.2135, 0.1685]",True
ZJ016700,test_features/ZJ016700.jpg,S0082,0.829,"(6, 276, 514, 679)","[0.2833, 0.003703, 0.7156, 0.9666]",True
ZJ016701,test_features/ZJ016701.jpg,S0116,0.873,"(293, 342, 47, 56)","[0.5281, 0.8027, 0.1, 0.1527]",True
ZJ016702,test_features/ZJ016702.jpg,S0037,0.681,"(176, 483, 102, 153)","[0.7484, 0.4777, 0.2515, 0.3055]",True
ZJ016703,test_features/ZJ016703.jpg,S0116,0.672,"(293, 326, 38, 62)","[0.5031, 0.8626, 0.1093, 0.1373]",True
ZJ016704,test_features/ZJ016704.jpg,S0033,0.897,"(168, 284, 171, 292)","[0.4375, 0.4555, 0.4687, 0.4972]",True
ZJ016705,test_features/ZJ016705.jpg,S0040,0.817,"(192, 368, 106, 123)","[0.3791, 0.3481, 0.1364, 0.2111]",True
ZJ016706,test_features/ZJ016706.jpg,S0067,0.666,"(305, 65, 51, 122)","[0.09531, 0.8361, 0.2031, 0.1638]",True
ZJ016707,test_features/ZJ016707.jpg,S0116,0.745,"(253, 417, 76, 104)","[0.6453, 0.6916, 0.1749, 0.2333]",True
ZJ016708,test_features/ZJ016708.jpg,S0066,0.605,"(225, 458, 31, 97)","[0.7093, 0.6138, 0.164, 0.1083]",True
ZJ016709,test_features/ZJ016709.jpg,S0012,0.61,"(335, 577, 86, 149)","[0.5968, 0.6129, 0.1635, 0.174]",True
ZJ016710,test_features/ZJ016710.jpg,S0128,0.825,"(288, 525, 52, 111)","[0.814, 0.7888, 0.1859, 0.1666]",True
ZJ016711,test_features/ZJ016711.jpg,S0099,0.145,"(5, 234, 241, 121)","[0.3593, 0.002777, 0.2015, 0.6916]",True
ZJ016712,test_features/ZJ016712.jpg,S0012,0.587,"(326, 579, 84, 263)","[0.5989, 0.5962, 0.2822, 0.1703]",True
ZJ016713,test_features/ZJ016713.jpg,S0118,0.0282,"(176, 521, 161, 112)","[0.8078, 0.4777, 0.1875, 0.4694]",True
ZJ016714,test_features/ZJ016714.jpg,S0033,0.925,"(53, 373, 286, 263)","[0.5765, 0.1361, 0.4234, 0.8166]",True
ZJ016715,test_features/ZJ016715.jpg,S0100,0.262,"(230, 188, 96, 160)","[0.2874, 0.6277, 0.2624, 0.2888]",True
ZJ016716,test_features/ZJ016716.jpg,S0142,0.54,"(186, 564, 49, 72)","[0.875, 0.5055, 0.125, 0.1583]",True
ZJ016717,test_features/ZJ016717.jpg,S0189,0.144,"(187, 164, 48, 79)","[0.4444, 0.7624, 0.2416, 0.2333]",True
ZJ016718,test_features/ZJ016718.jpg,S0114,0.908,"(4, 4, 326, 218)","[0, 0, 0.3531, 0.997]",True
ZJ016719,test_features/ZJ016719.jpg,S0100,,,,False
ZJ016720,test_features/ZJ016720.jpg,S0040,0.0858,"(352, 4, 46, 29)","[0, 0.6444, 0.03854, 0.1]",True
ZJ016721,test_features/ZJ016721.jpg,S0033,0.766,"(97, 39, 243, 226)","[0.05468, 0.2583, 0.3656, 0.6972]",True
ZJ016722,test_features/ZJ016722.jpg,S0100,0.499,"(109, 4, 230, 319)","[0, 0.2916, 0.5109, 0.6611]",True
ZJ016723,test_features/ZJ016723.jpg,S0040,0.665,"(246, 433, 40, 82)","[0.4468, 0.4481, 0.09375, 0.08888]",True
ZJ016724,test_features/ZJ016724.jpg,S0128,0.00844,"(208, 507, 123, 86)","[0.7859, 0.5666, 0.1468, 0.3638]",True
ZJ016725,test_features/ZJ016725.jpg,S0033,0.758,"(134, 287, 205, 348)","[0.4421, 0.3611, 0.5562, 0.5916]",True
ZJ016726,test_features/ZJ016726.jpg,S0128,0.462,"(266, 306, 46, 105)","[0.4718, 0.7277, 0.1765, 0.15]",True
ZJ016727,test_features/ZJ016727.jpg,S0012,0.58,"(4, 67, 515, 889)","[0.06562, 0, 0.9343, 0.9685]",True
ZJ016728,test_features/ZJ016728.jpg,S0040,0.84,"(195, 278, 102, 374)","[0.2854, 0.3537, 0.3979, 0.2037]",True
ZJ016729,test_features/ZJ016729.jpg,S0128,0.164,"(253, 513, 46, 22)","[0.7953, 0.6916, 0.04687, 0.15]",True
ZJ016730,test_features/ZJ016730.jpg,S0162,0.159,"(183, 923, 127, 33)","[0.9572, 0.3475, 0.0427, 0.2621]",True
ZJ016731,test_features/ZJ016731.jpg,S0040,0.186,"(290, 5, 230, 951)","[0.001041, 0.5296, 0.9989, 0.4407]",True
ZJ016732,test_features/ZJ016732.jpg,S0086,0.464,"(71, 46, 64, 55)","[0.1312, 0.2791, 0.1968, 0.3]",True
ZJ016733,test_features/ZJ016733.jpg,S0128,0.882,"(300, 451, 40, 138)","[0.6984, 0.8222, 0.2281, 0.1333]",True
ZJ016734,test_features/ZJ016734.jpg,S0040,0.898,"(209, 518, 102, 137)","[0.5354, 0.3796, 0.151, 0.2037]",True
ZJ016735,test_features/ZJ016735.jpg,S0086,0.662,"(129, 115, 107, 54)","[0.3468, 0.5208, 0.1937, 0.4791]",True
ZJ016736,test_features/ZJ016736.jpg,S0100,0.818,"(248, 286, 85, 159)","[0.4406, 0.6777, 0.2609, 0.2583]",True
ZJ016737,test_features/ZJ016737.jpg,S0040,0.453,"(251, 112, 78, 197)","[0.1125, 0.4574, 0.2135, 0.1592]",True
ZJ016738,test_features/ZJ016738.jpg,S0099,0.145,"(5, 234, 241, 121)","[0.3593, 0.002777, 0.2015, 0.6916]",True
ZJ016739,test_features/ZJ016739.jpg,S0072,0.934,"(392, 415, 127, 133)","[0.4281, 0.7185, 0.1468, 0.25]",True
ZJ016740,test_features/ZJ016740.jpg,S0040,0.27,"(290, 5, 230, 948)","[0.001041, 0.5296, 0.9958, 0.4407]",True
ZJ016741,test_features/ZJ016741.jpg,S0040,0.875,"(312, 4, 121, 177)","[0, 0.5703, 0.1927, 0.2388]",True
ZJ016742,test_features/ZJ016742.jpg,S0040,0.284,"(238, 456, 51, 80)","[0.4708, 0.4333, 0.09166, 0.1092]",True
ZJ016743,test_features/ZJ016743.jpg,S0189,0.174,"(201, 119, 35, 36)","[0.3194, 0.8208, 0.1222, 0.1791]",True
ZJ016744,test_features/ZJ016744.jpg,S0072,0.76,"(310, 557, 170, 253)","[0.576, 0.5666, 0.2718, 0.3296]",True
ZJ016745,test_features/ZJ016745.jpg,S0116,0.895,"(227, 372, 92, 41)","[0.5749, 0.6194, 0.07656, 0.2777]",True
ZJ016746,test_features/ZJ016746.jpg,S0162,0.701,"(141, 176, 291, 347)","[0.1791, 0.2537, 0.3697, 0.5537]",True
ZJ016747,test_features/ZJ016747.jpg,S0072,0.92,"(364, 512, 155, 157)","[0.5291, 0.6666, 0.1718, 0.3018]",True
ZJ016748,test_features/ZJ016748.jpg,S0116,0.826,"(273, 398, 59, 43)","[0.6156, 0.7472, 0.07968, 0.1861]",True
ZJ016749,test_features/ZJ016749.jpg,S0166,0.465,"(174, 76, 55, 159)","[0.1124, 0.4722, 0.2609, 0.1749]",True
ZJ016750,test_features/ZJ016750.jpg,S0116,0.587,"(290, 312, 50, 63)","[0.4812, 0.7944, 0.1109, 0.1611]",True
ZJ016751,test_features/ZJ016751.jpg,S0116,0.895,"(258, 88, 82, 82)","[0.1312, 0.7055, 0.1406, 0.25]",True
ZJ016752,test_features/ZJ016752.jpg,S0091,0.934,"(368, 651, 137, 118)","[0.6739, 0.674, 0.1312, 0.2685]",True
ZJ016753,test_features/ZJ016753.jpg,S0128,0.845,"(210, 200, 36, 75)","[0.3062, 0.5722, 0.1296, 0.1222]",True
ZJ016754,test_features/ZJ016754.jpg,S0067,0.28,"(295, 78, 60, 99)","[0.1156, 0.8083, 0.1671, 0.1888]",True
ZJ016755,test_features/ZJ016755.jpg,S0041,0.803,"(162, 477, 58, 85)","[0.739, 0.4388, 0.1453, 0.1833]",True
ZJ016756,test_features/ZJ016756.jpg,S0114,0.00599,"(125, 494, 201, 142)","[0.7656, 0.3611, 0.2343, 0.6238]",True
ZJ016757,test_features/ZJ016757.jpg,S0091,0.94,"(372, 646, 131, 127)","[0.6687, 0.6814, 0.1406, 0.2574]",True
ZJ016758,test_features/ZJ016758.jpg,S0086,0.799,"(130, 115, 106, 49)","[0.3468, 0.5249, 0.1781, 0.4749]",True
ZJ016759,test_features/ZJ016759.jpg,S0040,0.131,"(293, 4, 226, 683)","[0, 0.5351, 0.7197, 0.4333]",True
ZJ016760,test_features/ZJ016760.jpg,S0116,0.86,"(268, 468, 72, 97)","[0.725, 0.7333, 0.164, 0.2222]",True
ZJ016761,test_features/ZJ016761.jpg,S0118,,,,False
ZJ016762,test_features/ZJ016762.jpg,S0162,0.0328,"(298, 391, 25, 46)","[0.4031, 0.5444, 0.05624, 0.06111]",True
ZJ016763,test_features/ZJ016763.jpg,S0012,0.329,"(5, 68, 515, 888)","[0.06666, 0.001851, 0.9333, 0.9685]",True
ZJ016764,test_features/ZJ016764.jpg,S0040,0.0223,"(387, 4, 132, 291)","[0, 0.7092, 0.3114, 0.2592]",True
ZJ016765,test_features/ZJ016765.jpg,S0126,,,,False
ZJ016766,test_features/ZJ016766.jpg,S0041,0.109,"(161, 107, 15, 33)","[0.1609, 0.4361, 0.06406, 0.06388]",True
ZJ016767,test_features/ZJ016767.jpg,S0162,0.245,"(435, 728, 69, 223)","[0.7541, 0.7981, 0.2406, 0.1425]",True
ZJ016768,test_features/ZJ016768.jpg,S0064,0.279,"(275, 702, 44, 121)","[0.727, 0.5018, 0.1343, 0.09629]",True
ZJ016769,test_features/ZJ016769.jpg,S0132,0.0126,"(267, 624, 69, 12)","[0.9687, 0.7305, 0.03125, 0.2138]",True
ZJ016770,test_features/ZJ016770.jpg,S0040,0.0397,"(135, 429, 87, 75)","[0.4427, 0.2425, 0.08645, 0.1759]",True
ZJ016771,test_features/ZJ016771.jpg,S0162,0.006,"(299, 388, 29, 54)","[0.3999, 0.5462, 0.06458, 0.06851]",True
ZJ016772,test_features/ZJ016772.jpg,S0052,0.756,"(4, 4, 515, 952)","[0, 0, 1.0, 0.9685]",True
ZJ016773,test_features/ZJ016773.jpg,S0041,0.742,"(158, 515, 103, 88)","[0.7984, 0.4277, 0.15, 0.3083]",True
ZJ016774,test_features/ZJ016774.jpg,S0128,0.59,"(263, 211, 17, 80)","[0.3234, 0.7731, 0.1375, 0.07462]",True
ZJ016775,test_features/ZJ016775.jpg,S0116,0.399,"(275, 424, 64, 60)","[0.6562, 0.7527, 0.1062, 0.2]",True
ZJ016776,test_features/ZJ016776.jpg,S0065,0.314,"(170, 158, 74, 185)","[0.2406, 0.4611, 0.3015, 0.2277]",True
ZJ016777,test_features/ZJ016777.jpg,S0086,0.897,"(132, 128, 103, 93)","[0.3875, 0.5333, 0.3156, 0.4625]",True
ZJ016778,test_features/ZJ016778.jpg,S0142,0.0162,"(284, 620, 27, 16)","[0.9624, 0.7777, 0.0375, 0.09722]",True
ZJ016779,test_features/ZJ016779.jpg,S0111,0.779,"(184, 359, 34, 61)","[0.5546, 0.5, 0.1078, 0.1166]",True
ZJ016780,test_features/ZJ016780.jpg,S0041,0.903,"(162, 479, 114, 103)","[0.7421, 0.4388, 0.1734, 0.3388]",True
ZJ016781,test_features/ZJ016781.jpg,S0114,,,,False
ZJ016782,test_features/ZJ016782.jpg,S0132,0.836,"(184, 32, 156, 121)","[0.04375, 0.5, 0.2015, 0.4555]",True
ZJ016783,test_features/ZJ016783.jpg,S0064,0.27,"(309, 272, 41, 118)","[0.2791, 0.5648, 0.1312, 0.09074]",True
ZJ016784,test_features/ZJ016784.jpg,S0040,0.501,"(236, 369, 60, 60)","[0.3802, 0.4296, 0.07083, 0.1259]",True
ZJ016785,test_features/ZJ016785.jpg,S0189,0.857,"(101, 119, 119, 67)","[0.3194, 0.4041, 0.2083, 0.5291]",True
ZJ016786,test_features/ZJ016786.jpg,S0128,0.379,"(296, 162, 43, 38)","[0.2468, 0.8111, 0.07187, 0.1416]",True
ZJ016787,test_features/ZJ016787.jpg,S0064,0.176,"(404, 756, 116, 200)","[0.7833, 0.7407, 0.2166, 0.2296]",True
ZJ016788,test_features/ZJ016788.jpg,S0012,0.861,"(242, 368, 65, 67)","[0.3791, 0.4407, 0.07812, 0.1351]",True
ZJ016789,test_features/ZJ016789.jpg,S0116,0.828,"(190, 129, 51, 110)","[0.1953, 0.5166, 0.1843, 0.1638]",True
ZJ016790,test_features/ZJ016790.jpg,S0033,0.42,"(168, 621, 171, 15)","[0.964, 0.4555, 0.03593, 0.4972]",True
ZJ016791,test_features/ZJ016791.jpg,S0086,0.361,"(77, 31, 56, 70)","[0.08437, 0.3041, 0.2437, 0.2666]",True
ZJ016792,test_features/ZJ016792.jpg,S0041,0.353,"(161, 279, 37, 41)","[0.4296, 0.4361, 0.07656, 0.125]",True
ZJ016793,test_features/ZJ016793.jpg,S0126,0.668,"(426, 589, 93, 112)","[0.6093, 0.7814, 0.125, 0.187]",True
ZJ016794,test_features/ZJ016794.jpg,S0037,0.955,"(4, 4, 337, 195)","[0, 0, 0.3171, 0.9583]",True
ZJ016795,test_features/ZJ016795.jpg,S0065,0.579,"(318, 322, 22, 125)","[0.4968, 0.8722, 0.2078, 0.08333]",True
ZJ016796,test_features/ZJ016796.jpg,S0086,0.749,"(123, 175, 93, 53)","[0.5343, 0.4958, 0.1906, 0.4208]",True
ZJ016797,test_features/ZJ016797.jpg,S0072,0.918,"(381, 477, 138, 204)","[0.4927, 0.6981, 0.2208, 0.2703]",True
ZJ016798,test_features/ZJ016798.jpg,S0057,0.58,"(4, 295, 515, 659)","[0.3031, 0, 0.6947, 0.9685]",True
ZJ016799,test_features/ZJ016799.jpg,S0128,0.893,"(283, 323, 56, 120)","[0.4984, 0.7749, 0.2, 0.1777]",True
ZJ016800,test_features/ZJ016800.jpg,S0065,0.758,"(300, 230, 39, 81)","[0.3531, 0.8222, 0.139, 0.1305]",True
ZJ016801,test_features/ZJ016801.jpg,S0067,0.847,"(196, 9, 138, 216)","[0.007812, 0.5333, 0.3499, 0.4055]",True
ZJ016802,test_features/ZJ016802.jpg,S0033,0.776,"(145, 284, 194, 308)","[0.4374, 0.3916, 0.4937, 0.5611]",True
ZJ016803,test_features/ZJ016803.jpg,S0162,0.438,"(469, 78, 51, 120)","[0.07708, 0.8611, 0.1333, 0.1092]",True
ZJ016804,test_features/ZJ016804.jpg,S0040,0.0788,"(289, 5, 230, 948)","[0.001041, 0.5277, 0.9958, 0.4407]",True
ZJ016805,test_features/ZJ016805.jpg,S0111,0.875,"(232, 369, 124, 158)","[0.5703, 0.6333, 0.2593, 0.3666]",True
ZJ016806,test_features/ZJ016806.jpg,S0055,0.697,"(83, 269, 219, 358)","[0.414, 0.2194, 0.5718, 0.6305]",True
ZJ016807,test_features/ZJ016807.jpg,S0145,0.00826,"(197, 581, 71, 26)","[0.9015, 0.5361, 0.05312, 0.2194]",True
ZJ016808,test_features/ZJ016808.jpg,S0194,0.758,"(4, 4, 227, 18)","[0, 0, 0.07222, 0.9791]",True
ZJ016809,test_features/ZJ016809.jpg,S0072,0.446,"(410, 316, 44, 66)","[0.3249, 0.7518, 0.07708, 0.09629]",True
ZJ016810,test_features/ZJ016810.jpg,S0100,0.418,"(121, 60, 217, 576)","[0.08749, 0.3249, 0.9125, 0.625]",True
ZJ016811,test_features/ZJ016811.jpg,S0111,0.754,"(186, 352, 36, 55)","[0.5437, 0.5055, 0.09843, 0.1222]",True
ZJ016812,test_features/ZJ016812.jpg,S0033,0.844,"(134, 284, 205, 351)","[0.4375, 0.3611, 0.5609, 0.5916]",True
ZJ016813,test_features/ZJ016813.jpg,S0064,0.0316,"(347, 359, 61, 50)","[0.3697, 0.6351, 0.06041, 0.1277]",True
ZJ016814,test_features/ZJ016814.jpg,S0034,0.311,"(278, 253, 62, 47)","[0.389, 0.7611, 0.08593, 0.1944]",True
ZJ016815,test_features/ZJ016815.jpg,S0128,0.555,"(309, 521, 31, 115)","[0.8078, 0.8472, 0.1921, 0.1083]",True
ZJ016816,test_features/ZJ016816.jpg,S0162,0.0169,"(430, 847, 89, 109)","[0.8781, 0.7888, 0.1218, 0.1796]",True
ZJ016817,test_features/ZJ016817.jpg,S0040,0.883,"(81, 7, 328, 426)","[0.003125, 0.1425, 0.452, 0.6222]",True
ZJ016818,test_features/ZJ016818.jpg,S0145,0.547,"(250, 538, 87, 98)","[0.8343, 0.6833, 0.1656, 0.2638]",True
ZJ016819,test_features/ZJ016819.jpg,S0040,0.868,"(263, 759, 67, 134)","[0.7864, 0.4796, 0.1479, 0.1388]",True
ZJ016820,test_features/ZJ016820.jpg,S0114,0.0992,"(217, 320, 43, 15)","[0.4937, 0.6358, 0.03593, 0.1522]",True
ZJ016821,test_features/ZJ016821.jpg,S0100,0.865,"(199, 214, 130, 197)","[0.3281, 0.5416, 0.3203, 0.3833]",True
ZJ016822,test_features/ZJ016822.jpg,S0132,0.578,"(177, 157, 79, 114)","[0.239, 0.4805, 0.1906, 0.2416]",True
ZJ016823,test_features/ZJ016823.jpg,S0072,0.929,"(387, 399, 132, 129)","[0.4114, 0.7092, 0.1427, 0.2592]",True
ZJ016824,test_features/ZJ016824.jpg,S0189,0.876,"(159, 202, 43, 74)","[0.5499, 0.6458, 0.2277, 0.2125]",True
ZJ016825,test_features/ZJ016825.jpg,S0041,0.0411,"(146, 189, 97, 87)","[0.289, 0.3944, 0.1484, 0.2916]",True
ZJ016826,test_features/ZJ016826.jpg,S0162,0.871,"(183, 376, 197, 238)","[0.3875, 0.3314, 0.2562, 0.3796]",True
ZJ016827,test_features/ZJ016827.jpg,S0086,0.0535,"(96, 180, 25, 51)","[0.5499, 0.3833, 0.1843, 0.1375]",True
ZJ016828,test_features/ZJ016828.jpg,S0072,0.385,"(390, 267, 59, 70)","[0.2739, 0.7148, 0.08124, 0.124]",True
ZJ016829,test_features/ZJ016829.jpg,S0055,0.823,"(79, 300, 215, 336)","[0.4624, 0.2083, 0.5375, 0.6194]",True
ZJ016830,test_features/ZJ016830.jpg,S0187,0.0272,"(119, 4, 53, 43)","[0, 0.4791, 0.1416, 0.2541]",True
ZJ016831,test_features/ZJ016831.jpg,S0082,0.724,"(8, 249, 511, 706)","[0.2552, 0.007407, 0.7437, 0.9611]",True
ZJ016832,test_features/ZJ016832.jpg,S0067,0.64,"(167, 139, 188, 396)","[0.2109, 0.4527, 0.6312, 0.5444]",True
ZJ016833,test_features/ZJ016833.jpg,S0039,0.89,"(403, 367, 116, 199)","[0.3781, 0.7388, 0.2156, 0.2296]",True
ZJ016834,test_features/ZJ016834.jpg,S0040,0.798,"(190, 373, 108, 123)","[0.3843, 0.3444, 0.1364, 0.2148]",True
ZJ016835,test_features/ZJ016835.jpg,S0072,0.235,"(401, 383, 30, 137)","[0.3947, 0.7351, 0.151, 0.07037]",True
ZJ016836,test_features/ZJ016836.jpg,S0072,0.957,"(310, 343, 137, 255)","[0.3531, 0.5666, 0.2739, 0.2685]",True
ZJ016837,test_features/ZJ016837.jpg,S0033,0.0195,"(254, 379, 71, 86)","[0.5859, 0.6944, 0.1468, 0.2194]",True
ZJ016838,test_features/ZJ016838.jpg,S0162,0.657,"(124, 427, 69, 64)","[0.4406, 0.2222, 0.075, 0.1425]",True
ZJ016839,test_features/ZJ016839.jpg,S0142,0.118,"(176, 4, 54, 39)","[0, 0.4777, 0.07343, 0.1722]",True
ZJ016840,test_features/ZJ016840.jpg,S0041,0.834,"(163, 589, 177, 47)","[0.914, 0.4416, 0.08593, 0.5138]",True
ZJ016841,test_features/ZJ016841.jpg,S0091,0.975,"(260, 123, 259, 630)","[0.1239, 0.474, 0.6645, 0.4944]",True
ZJ016842,test_features/ZJ016842.jpg,S0162,,,,False
ZJ016843,test_features/ZJ016843.jpg,S0082,0.708,"(458, 203, 47, 104)","[0.2072, 0.8407, 0.1166, 0.1018]",True
ZJ016844,test_features/ZJ016844.jpg,S0072,,,,False
ZJ016845,test_features/ZJ016845.jpg,S0082,,,,False
ZJ016846,test_features/ZJ016846.jpg,S0012,0.00597,"(4, 4, 532, 952)","[0, 0, 1.0, 1.0]",True
ZJ016847,test_features/ZJ016847.jpg,S0041,0.913,"(160, 479, 130, 157)","[0.7421, 0.4333, 0.2578, 0.3833]",True
ZJ016848,test_features/ZJ016848.jpg,S0126,0.00786,"(327, 949, 49, 7)","[0.9843, 0.5981, 0.01562, 0.1055]",True
ZJ016849,test_features/ZJ016849.jpg,S0040,0.879,"(286, 5, 233, 729)","[0.001041, 0.5222, 0.7677, 0.4462]",True
ZJ016850,test_features/ZJ016850.jpg,S0040,0.968,"(145, 303, 145, 481)","[0.3114, 0.2611, 0.5093, 0.2833]",True
ZJ016851,test_features/ZJ016851.jpg,S0194,0.0428,"(161, 197, 47, 34)","[0.5361, 0.6541, 0.1166, 0.2291]",True
ZJ016852,test_features/ZJ016852.jpg,S0091,,,,False
ZJ016853,test_features/ZJ016853.jpg,S0040,0.961,"(36, 4, 400, 758)","[0, 0.05925, 0.7979, 0.7555]",True
ZJ016854,test_features/ZJ016854.jpg,S0162,0.196,"(405, 4, 116, 79)","[0, 0.7425, 0.09062, 0.2296]",True
ZJ016855,test_features/ZJ016855.jpg,S0067,,,,False
ZJ016856,test_features/ZJ016856.jpg,S0162,0.0483,"(411, 777, 108, 179)","[0.8052, 0.7537, 0.1947, 0.2148]",True
ZJ016857,test_features/ZJ016857.jpg,S0033,0.57,"(266, 64, 55, 30)","[0.09375, 0.7277, 0.05937, 0.1749]",True
ZJ016858,test_features/ZJ016858.jpg,S0116,0.397,"(268, 522, 39, 25)","[0.8093, 0.7333, 0.05156, 0.1305]",True
ZJ016859,test_features/ZJ016859.jpg,S0072,0.678,"(329, 430, 62, 91)","[0.4437, 0.6018, 0.1031, 0.1296]",True
ZJ016860,test_features/ZJ016860.jpg,S0114,0.349,"(4, 5, 326, 630)","[0.001562, 0, 0.9968, 0.997]",True
ZJ016861,test_features/ZJ016861.jpg,S0064,,,,False
ZJ016862,test_features/ZJ016862.jpg,S0116,0.822,"(210, 306, 30, 21)","[0.4718, 0.5722, 0.04531, 0.1055]",True
ZJ016863,test_features/ZJ016863.jpg,S0065,0.741,"(300, 222, 40, 76)","[0.3406, 0.8222, 0.1312, 0.1333]",True
ZJ016864,test_features/ZJ016864.jpg,S0168,0.0144,"(153, 4, 29, 9)","[0, 0.6208, 0.04722, 0.1541]",True
ZJ016865,test_features/ZJ016865.jpg,S0086,0.221,"(123, 182, 96, 47)","[0.5562, 0.4958, 0.1718, 0.4333]",True
ZJ016866,test_features/ZJ016866.jpg,S0128,0.871,"(274, 481, 66, 155)","[0.7453, 0.75, 0.2546, 0.2055]",True
ZJ016867,test_features/ZJ016867.jpg,S0037,0.00559,"(154, 500, 88, 73)","[0.775, 0.4166, 0.1265, 0.2666]",True
ZJ016868,test_features/ZJ016868.jpg,S0140,0.0519,"(447, 538, 53, 101)","[0.5562, 0.8203, 0.1135, 0.1129]",True
ZJ016869,test_features/ZJ016869.jpg,S0067,0.679,"(215, 4, 68, 68)","[0, 0.5861, 0.1187, 0.2111]",True
ZJ016870,test_features/ZJ016870.jpg,S0086,0.825,"(291, 53, 40, 133)","[0.07656, 0.8567, 0.2203, 0.1432]",True
ZJ016871,test_features/ZJ016871.jpg,S0128,0.78,"(210, 315, 71, 89)","[0.4859, 0.5722, 0.1515, 0.2194]",True
ZJ016872,test_features/ZJ016872.jpg,S0072,0.337,"(6, 74, 514, 857)","[0.07291, 0.003703, 0.901, 0.9666]",True
ZJ016873,test_features/ZJ016873.jpg,S0040,0.851,"(214, 4, 190, 73)","[0, 0.3888, 0.08437, 0.3666]",True
ZJ016874,test_features/ZJ016874.jpg,S0116,0.103,"(212, 350, 72, 86)","[0.5406, 0.5777, 0.1468, 0.2222]",True
ZJ016875,test_features/ZJ016875.jpg,S0142,0.153,"(154, 314, 55, 55)","[0.4843, 0.4166, 0.09843, 0.1749]",True
ZJ016876,test_features/ZJ016876.jpg,S0058,0.0054,"(71, 4, 45, 26)","[0, 0.5583, 0.2125, 0.4416]",True
ZJ016877,test_features/ZJ016877.jpg,S0041,0.947,"(168, 360, 153, 193)","[0.5562, 0.4555, 0.314, 0.4472]",True
ZJ016878,test_features/ZJ016878.jpg,S0086,0.0165,"(130, 131, 21, 41)","[0.3968, 0.525, 0.1531, 0.1208]",True
ZJ016879,test_features/ZJ016879.jpg,S0162,0.383,"(353, 635, 52, 115)","[0.6572, 0.6462, 0.1281, 0.1111]",True
ZJ016880,test_features/ZJ016880.jpg,S0048,0.82,"(171, 400, 129, 177)","[0.6187, 0.4638, 0.289, 0.3805]",True
ZJ016881,test_features/ZJ016881.jpg,S0086,0.636,"(153, 162, 48, 70)","[0.4937, 0.6208, 0.2437, 0.2333]",True
ZJ016882,test_features/ZJ016882.jpg,S0064,0.541,"(401, 643, 119, 313)","[0.6656, 0.7351, 0.3343, 0.2351]",True
ZJ016883,test_features/ZJ016883.jpg,S0116,0.264,"(260, 440, 62, 53)","[0.6812, 0.7111, 0.09531, 0.1944]",True
ZJ016884,test_features/ZJ016884.jpg,S0066,0.785,"(171, 175, 165, 331)","[0.2671, 0.4638, 0.5296, 0.4805]",True
ZJ016885,test_features/ZJ016885.jpg,S0040,0.894,"(85, 64, 259, 174)","[0.0625, 0.15, 0.1895, 0.4944]",True
ZJ016886,test_features/ZJ016886.jpg,S0086,0.652,"(130, 75, 97, 54)","[0.2218, 0.5249, 0.1937, 0.4375]",True
ZJ016887,test_features/ZJ016887.jpg,S0040,0.863,"(4, 706, 433, 250)","[0.7312, 0, 0.2687, 0.8166]",True
ZJ016888,test_features/ZJ016888.jpg,S0072,0.053,"(496, 667, 24, 73)","[0.6906, 0.9111, 0.08437, 0.05925]",True
ZJ016889,test_features/ZJ016889.jpg,S0162,0.606,"(276, 829, 241, 127)","[0.8593, 0.5037, 0.1406, 0.4611]",True
ZJ016890,test_features/ZJ016890.jpg,S0086,0.0144,"(123, 153, 36, 35)","[0.4656, 0.4958, 0.1343, 0.1833]",True
ZJ016891,test_features/ZJ016891.jpg,S0162,0.0176,"(444, 4, 75, 88)","[0, 0.8148, 0.1, 0.1537]",True
ZJ016892,test_features/ZJ016892.jpg,S0162,0.0547,"(254, 790, 122, 166)","[0.8187, 0.4629, 0.1812, 0.2407]",True
ZJ016893,test_features/ZJ016893.jpg,S0166,0.794,"(80, 477, 95, 57)","[0.739, 0.2111, 0.1015, 0.2861]",True
ZJ016894,test_features/ZJ016894.jpg,S0012,0.413,"(158, 493, 248, 340)","[0.5093, 0.2851, 0.3625, 0.474]",True
ZJ016895,test_features/ZJ016895.jpg,S0057,0.307,"(4, 300, 514, 654)","[0.3083, 0, 0.6895, 0.9666]",True
ZJ016896,test_features/ZJ016896.jpg,S0086,0.438,"(162, 279, 52, 37)","[0.8593, 0.6583, 0.1406, 0.25]",True
