index,id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true,bbox_transformed
171,ZJ000171,train_features/ZJ000171.jpg,S0009,0.0,0.779,animal,0.779,"[0.1359, 0.5361, 0.075, 0.2027]",True,"(197, 91, 65, 40)"
172,ZJ000172,train_features/ZJ000172.jpg,S0036,0.0,0.0404,animal,0.0404,"[0.7468, 0.2686, 0.1624, 0.4656]",True,"(94, 482, 148, 96)"
173,ZJ000173,train_features/ZJ000173.jpg,S0026,0.0,0.694,animal,0.694,"[0.7062, 0.3638, 0.2937, 0.5166]",True,"(135, 456, 178, 180)"
174,ZJ000174,train_features/ZJ000174.jpg,S0080,1.0,0.0184,animal,0.0184,"[0.6125, 0.4166, 0.2187, 0.3249]",True,"(54, 102, 31, 27)"
175,ZJ000175,train_features/ZJ000175.jpg,S0043,3.0,0.894,animal,0.894,"[0.8218, 0.08955, 0.1781, 0.9104]",True,"(34, 530, 297, 106)"
176,ZJ000176,train_features/ZJ000176.jpg,S0081,1.0,0.187,animal,0.187,"[0.3072, 0.6092, 0.08229, 0.08333]",True,"(333, 299, 37, 71)"
177,ZJ000177,train_features/ZJ000177.jpg,S0009,0.0,0.815,animal,0.815,"[0.5218, 0.475, 0.06718, 0.125]",True,"(175, 338, 37, 35)"
178,ZJ000178,train_features/ZJ000178.jpg,S0184,0.0,0.807,animal,0.807,"[0.1906, 0.55, 0.2458, 0.2814]",True,"(301, 187, 144, 228)"
179,ZJ000179,train_features/ZJ000179.jpg,S0084,0.0,0.971,animal,0.971,"[0, 0, 0.376, 0.9685]",True,"(4, 4, 515, 353)"
180,ZJ000180,train_features/ZJ000180.jpg,S0027,3.0,0.0214,animal,0.0214,"[0, 0.5027, 0.1406, 0.2805]",True,"(185, 4, 93, 82)"
181,ZJ000181,train_features/ZJ000181.jpg,S0042,3.0,0.0109,animal,0.0109,"[0.6156, 0.8666, 0.09218, 0.1111]",True,"(316, 398, 32, 51)"
182,ZJ000182,train_features/ZJ000182.jpg,S0021,2.0,0.834,animal,0.834,"[0.6375, 0.3916, 0.3625, 0.4499]",True,"(145, 412, 154, 224)"
183,ZJ000183,train_features/ZJ000183.jpg,S0179,4.0,0.105,animal,0.105,"[0.1916, 0.7208, 0.1527, 0.2541]",True,"(177, 73, 53, 47)"
184,ZJ000184,train_features/ZJ000184.jpg,S0059,4.0,0.634,animal,0.634,"[0.7437, 0.874, 0.1489, 0.09444]",True,"(476, 718, 43, 135)"
185,ZJ000185,train_features/ZJ000185.jpg,S0031,2.0,0.545,animal,0.545,"[0, 0.4333, 0.2953, 0.5666]",True,"(160, 4, 196, 181)"
186,ZJ000186,train_features/ZJ000186.jpg,S0070,1.0,0.594,animal,0.594,"[0.3208, 0.7055, 0.1458, 0.1759]",True,"(385, 312, 87, 132)"
187,ZJ000187,train_features/ZJ000187.jpg,S0023,2.0,0.199,animal,0.199,"[0.5484, 0.6583, 0.06718, 0.07777]",True,"(241, 355, 20, 35)"
188,ZJ000188,train_features/ZJ000188.jpg,S0053,3.0,0.981,animal,0.981,"[0.002083, 0.3666, 0.4041, 0.6018]",True,"(202, 6, 317, 380)"
189,ZJ000189,train_features/ZJ000189.jpg,S0096,3.0,0.716,animal,0.716,"[0, 0.005555, 1.0, 0.9888]",True,"(6, 4, 348, 632)"
190,ZJ000190,train_features/ZJ000190.jpg,S0009,0.0,0.677,animal,0.677,"[0.7468, 0.8138, 0.1656, 0.1416]",True,"(297, 482, 43, 98)"
191,ZJ000191,train_features/ZJ000191.jpg,S0069,3.0,0.0101,animal,0.0101,"[0.6937, 0.7907, 0.1302, 0.137]",True,"(431, 670, 66, 117)"
192,ZJ000192,train_features/ZJ000192.jpg,S0095,2.0,0.935,animal,0.935,"[0.03749, 0.4555, 0.1989, 0.4611]",True,"(250, 40, 241, 183)"
193,ZJ000193,train_features/ZJ000193.jpg,S0059,4.0,0.0107,animal,0.0107,"[0.1916, 0.009259, 0.06041, 0.1259]",True,"(9, 188, 60, 50)"
194,ZJ000194,train_features/ZJ000194.jpg,S0036,0.0,0.0359,animal,0.0359,"[0.1109, 0.5611, 0.08749, 0.1388]",True,"(206, 75, 42, 48)"
195,ZJ000195,train_features/ZJ000195.jpg,S0022,0.0,0.0201,animal,0.0201,"[0, 0.6555, 0.04531, 0.1749]",True,"(240, 4, 55, 21)"
196,ZJ000196,train_features/ZJ000196.jpg,S0110,4.0,0.0793,animal,0.0793,"[0.4218, 0.725, 0.1156, 0.08055]",True,"(265, 274, 21, 66)"
197,ZJ000197,train_features/ZJ000197.jpg,S0123,0.0,0.913,animal,0.913,"[0.2328, 0.6361, 0.1656, 0.1805]",True,"(233, 153, 57, 98)"
198,ZJ000198,train_features/ZJ000198.jpg,S0137,2.0,0.439,animal,0.439,"[0.3296, 0.6833, 0.275, 0.2694]",True,"(250, 215, 89, 168)"
199,ZJ000199,train_features/ZJ000199.jpg,S0163,2.0,0.396,animal,0.396,"[0, 0.625, 0.6593, 0.375]",True,"(229, 4, 127, 414)"
200,ZJ000200,train_features/ZJ000200.jpg,S0073,3.0,0.295,animal,0.295,"[0.6593, 0.7527, 0.07031, 0.1972]",True,"(275, 426, 63, 37)"
201,ZJ000201,train_features/ZJ000201.jpg,S0121,4.0,0.159,animal,0.159,"[0.9078, 0.6416, 0.09218, 0.3138]",True,"(235, 585, 105, 51)"
202,ZJ000202,train_features/ZJ000202.jpg,S0071,1.0,0.931,animal,0.931,"[0.2906, 0.6129, 0.4729, 0.3037]",True,"(335, 283, 156, 446)"
203,ZJ000203,train_features/ZJ000203.jpg,S0063,1.0,0.493,animal,0.493,"[0.3312, 0.6629, 0.2583, 0.1277]",True,"(362, 322, 61, 240)"
204,ZJ000204,train_features/ZJ000204.jpg,S0063,1.0,0.00676,animal,0.00676,"[0.6541, 0.7703, 0.03437, 0.09444]",True,"(420, 632, 43, 25)"
205,ZJ000205,train_features/ZJ000205.jpg,S0088,1.0,0.458,animal,0.458,"[0.4703, 0.5861, 0.2031, 0.09166]",True,"(215, 305, 25, 122)"
206,ZJ000206,train_features/ZJ000206.jpg,S0062,2.0,0.853,animal,0.853,"[0.6906, 0.5185, 0.1791, 0.1037]",True,"(284, 667, 48, 164)"
207,ZJ000207,train_features/ZJ000207.jpg,S0029,4.0,0.637,animal,0.637,"[0.8781, 0.6685, 0.1218, 0.1722]",True,"(365, 847, 85, 109)"
208,ZJ000208,train_features/ZJ000208.jpg,S0009,0.0,,,,,False,
209,ZJ000209,train_features/ZJ000209.jpg,S0071,1.0,,,,,False,
210,ZJ000210,train_features/ZJ000210.jpg,S0029,4.0,0.895,animal,0.895,"[0.8729, 0.8518, 0.08124, 0.1166]",True,"(464, 842, 55, 70)"
211,ZJ000211,train_features/ZJ000211.jpg,S0136,0.0,0.5,animal,0.5,"[0.4437, 0.8222, 0.1187, 0.1305]",True,"(300, 288, 39, 68)"
212,ZJ000212,train_features/ZJ000212.jpg,S0069,3.0,0.469,animal,0.469,"[0.1697, 0.8629, 0.1562, 0.08518]",True,"(470, 167, 38, 142)"
213,ZJ000213,train_features/ZJ000213.jpg,S0153,4.0,0.371,animal,0.371,"[0, 0, 1.0, 0.9972]",True,"(4, 4, 351, 632)"
214,ZJ000214,train_features/ZJ000214.jpg,S0069,3.0,0.849,animal,0.849,"[0.5604, 0, 0.1322, 0.9666]",True,"(4, 542, 514, 119)"
215,ZJ000215,train_features/ZJ000215.jpg,S0025,4.0,0.594,animal,0.594,"[0.001562, 0.4611, 0.725, 0.5361]",True,"(170, 5, 185, 456)"
216,ZJ000216,train_features/ZJ000216.jpg,S0061,1.0,0.351,animal,0.351,"[0.6052, 0.4203, 0.08958, 0.1185]",True,"(231, 585, 56, 78)"
217,ZJ000217,train_features/ZJ000217.jpg,S0002,4.0,0.091,animal,0.091,"[0, 0.7166, 0.1406, 0.1305]",True,"(262, 4, 39, 82)"
218,ZJ000218,train_features/ZJ000218.jpg,S0060,2.0,0.0355,animal,0.0355,"[0.6322, 0.5777, 0.1833, 0.1666]",True,"(316, 611, 82, 168)"
219,ZJ000219,train_features/ZJ000219.jpg,S0080,1.0,0.0147,animal,0.0147,"[0.1124, 0.4416, 0.1, 0.1666]",True,"(57, 22, 12, 8)"
220,ZJ000220,train_features/ZJ000220.jpg,S0144,4.0,0.87,animal,0.87,"[0.1114, 0.4407, 0.1395, 0.3572]",True,"(231, 111, 176, 126)"
221,ZJ000221,train_features/ZJ000221.jpg,S0032,3.0,0.568,animal,0.568,"[0.3562, 0.5083, 0.08593, 0.1194]",True,"(187, 232, 35, 47)"
222,ZJ000222,train_features/ZJ000222.jpg,S0060,2.0,0.917,animal,0.917,"[0.5739, 0.4777, 0.301, 0.4166]",True,"(262, 555, 217, 281)"
223,ZJ000223,train_features/ZJ000223.jpg,S0147,2.0,0.074,animal,0.074,"[0.1859, 0.7388, 0.5578, 0.2166]",True,"(270, 123, 70, 349)"
224,ZJ000224,train_features/ZJ000224.jpg,S0023,2.0,0.314,animal,0.314,"[0.3328, 0.6749, 0.1156, 0.075]",True,"(247, 217, 19, 66)"
225,ZJ000225,train_features/ZJ000225.jpg,S0120,2.0,0.405,animal,0.405,"[0.1895, 0.3666, 0.1406, 0.1296]",True,"(202, 186, 62, 127)"
226,ZJ000226,train_features/ZJ000226.jpg,S0031,2.0,0.528,animal,0.528,"[0.1578, 0.7194, 0.08281, 0.1361]",True,"(263, 105, 41, 45)"
227,ZJ000227,train_features/ZJ000227.jpg,S0013,3.0,0.7,animal,0.7,"[0.2624, 0.5027, 0.3234, 0.3527]",True,"(185, 172, 119, 199)"
228,ZJ000228,train_features/ZJ000228.jpg,S0104,1.0,0.642,animal,0.642,"[0.3531, 0.6138, 0.09218, 0.2888]",True,"(225, 230, 96, 51)"
229,ZJ000229,train_features/ZJ000229.jpg,S0083,2.0,0.588,animal,0.588,"[0, 0.001851, 0.4677, 0.9666]",True,"(5, 4, 514, 441)"
230,ZJ000230,train_features/ZJ000230.jpg,S0063,1.0,0.954,animal,0.954,"[0.1499, 0.4833, 0.3416, 0.3481]",True,"(265, 148, 180, 320)"
231,ZJ000231,train_features/ZJ000231.jpg,S0022,0.0,0.883,animal,0.883,"[0.875, 0.5305, 0.125, 0.4694]",True,"(195, 564, 161, 72)"
232,ZJ000232,train_features/ZJ000232.jpg,S0175,4.0,0.00955,animal,0.00955,"[0.4027, 0.3541, 0.5472, 0.3583]",True,"(89, 149, 78, 189)"
233,ZJ000233,train_features/ZJ000233.jpg,S0035,3.0,0.184,animal,0.184,"[0, 0.4138, 0.05624, 0.3888]",True,"(153, 4, 132, 28)"
234,ZJ000234,train_features/ZJ000234.jpg,S0186,4.0,0.698,animal,0.698,"[0.7958, 0.6444, 0.1927, 0.2759]",True,"(352, 768, 141, 177)"
235,ZJ000235,train_features/ZJ000235.jpg,S0022,0.0,0.242,animal,0.242,"[0, 0.6611, 0.239, 0.3361]",True,"(242, 4, 113, 145)"
236,ZJ000236,train_features/ZJ000236.jpg,S0014,4.0,0.0558,animal,0.0558,"[0.1734, 0.02222, 0.8249, 0.975]",True,"(12, 115, 343, 520)"
237,ZJ000237,train_features/ZJ000237.jpg,S0031,2.0,0.484,animal,0.484,"[0, 0.6027, 0.2437, 0.3972]",True,"(221, 4, 135, 148)"
238,ZJ000238,train_features/ZJ000238.jpg,S0136,0.0,0.821,animal,0.821,"[0.6078, 0.8305, 0.2968, 0.125]",True,"(303, 393, 37, 182)"
239,ZJ000239,train_features/ZJ000239.jpg,S0120,2.0,0.736,animal,0.736,"[0.2541, 0.07407, 0.1687, 0.4259]",True,"(44, 248, 222, 154)"
240,ZJ000240,train_features/ZJ000240.jpg,S0186,4.0,0.836,animal,0.836,"[0.1333, 0.5925, 0.276, 0.1907]",True,"(324, 132, 95, 257)"
241,ZJ000241,train_features/ZJ000241.jpg,S0185,0.0,,,,,False,
242,ZJ000242,train_features/ZJ000242.jpg,S0070,1.0,0.556,animal,0.556,"[0.5822, 0.7518, 0.2218, 0.1981]",True,"(410, 563, 99, 205)"
243,ZJ000243,train_features/ZJ000243.jpg,S0030,1.0,0.344,animal,0.344,"[0.7395, 0.6703, 0.07916, 0.07037]",True,"(366, 714, 30, 68)"
244,ZJ000244,train_features/ZJ000244.jpg,S0038,1.0,0.00591,animal,0.00591,"[0.7854, 0.4524, 0.2145, 0.5475]",True,"(237, 758, 274, 198)"
245,ZJ000245,train_features/ZJ000245.jpg,S0026,0.0,0.866,animal,0.866,"[0.6625, 0.5333, 0.3375, 0.2444]",True,"(196, 428, 80, 208)"
246,ZJ000246,train_features/ZJ000246.jpg,S0002,4.0,0.551,animal,0.551,"[0.2218, 0.7611, 0.07187, 0.1472]",True,"(278, 146, 45, 38)"
247,ZJ000247,train_features/ZJ000247.jpg,S0069,3.0,0.0362,animal,0.0362,"[0.5156, 0, 0.1395, 0.9666]",True,"(4, 499, 514, 126)"
248,ZJ000248,train_features/ZJ000248.jpg,S0176,1.0,0.188,animal,0.188,"[0.1805, 0.3291, 0.1361, 0.2083]",True,"(83, 69, 42, 41)"
249,ZJ000249,train_features/ZJ000249.jpg,S0159,2.0,0.106,animal,0.106,"[0.4437, 0.6416, 0.075, 0.1666]",True,"(81, 75, 12, 4)"
250,ZJ000250,train_features/ZJ000250.jpg,S0036,0.0,,,,,False,
251,ZJ000251,train_features/ZJ000251.jpg,S0120,2.0,0.788,animal,0.788,"[0.3812, 0.6601, 0.275, 0.3029]",True,"(344, 370, 148, 256)"
252,ZJ000252,train_features/ZJ000252.jpg,S0050,1.0,,,,,False,
253,ZJ000253,train_features/ZJ000253.jpg,S0096,3.0,0.446,animal,0.446,"[0.2546, 0.4749, 0.1812, 0.5222]",True,"(175, 167, 180, 108)"
254,ZJ000254,train_features/ZJ000254.jpg,S0063,1.0,0.981,animal,0.981,"[0, 0.424, 0.4572, 0.5444]",True,"(233, 4, 286, 431)"
255,ZJ000255,train_features/ZJ000255.jpg,S0004,2.0,0.409,person,0.409,"[0.9218, 0.6722, 0.07812, 0.2638]",True,"(246, 594, 87, 42)"
256,ZJ000256,train_features/ZJ000256.jpg,S0070,1.0,0.778,animal,0.778,"[0.5812, 0.8277, 0.2489, 0.1407]",True,"(451, 562, 68, 231)"
257,ZJ000257,train_features/ZJ000257.jpg,S0008,4.0,0.279,animal,0.279,"[0, 0.6361, 0.2046, 0.3]",True,"(233, 4, 100, 123)"
258,ZJ000258,train_features/ZJ000258.jpg,S0060,2.0,0.596,animal,0.596,"[0.3968, 0.5518, 0.1031, 0.2074]",True,"(302, 385, 104, 91)"
259,ZJ000259,train_features/ZJ000259.jpg,S0096,3.0,0.0622,animal,0.0622,"[0.5859, 0.3527, 0.05624, 0.1638]",True,"(131, 379, 51, 28)"
260,ZJ000260,train_features/ZJ000260.jpg,S0022,0.0,0.579,animal,0.579,"[0.2546, 0.525, 0.1187, 0.15]",True,"(193, 167, 46, 68)"
261,ZJ000261,train_features/ZJ000261.jpg,S0089,3.0,0.0358,animal,0.0358,"[0, 0.7777, 0.125, 0.1749]",True,"(284, 4, 55, 72)"
262,ZJ000262,train_features/ZJ000262.jpg,S0008,4.0,0.836,animal,0.836,"[0, 0.6277, 0.2093, 0.3249]",True,"(230, 4, 109, 126)"
263,ZJ000263,train_features/ZJ000263.jpg,S0088,1.0,0.899,animal,0.899,"[0.5375, 0.4, 0.1203, 0.3111]",True,"(148, 348, 104, 69)"
264,ZJ000264,train_features/ZJ000264.jpg,S0049,3.0,0.858,animal,0.858,"[0.7406, 0.5222, 0.1843, 0.2916]",True,"(192, 478, 97, 110)"
265,ZJ000265,train_features/ZJ000265.jpg,S0027,3.0,0.76,animal,0.76,"[0.1015, 0.2111, 0.2093, 0.2416]",True,"(80, 69, 79, 126)"
266,ZJ000266,train_features/ZJ000266.jpg,S0016,1.0,0.762,animal,0.762,"[0.2864, 0.4166, 0.125, 0.5296]",True,"(229, 279, 278, 112)"
267,ZJ000267,train_features/ZJ000267.jpg,S0137,2.0,0.00657,animal,0.00657,"[0.3593, 0.4388, 0.3437, 0.5138]",True,"(162, 234, 177, 212)"
268,ZJ000268,train_features/ZJ000268.jpg,S0059,4.0,0.865,animal,0.865,"[0.8239, 0.6648, 0.09062, 0.3037]",True,"(363, 795, 156, 79)"
269,ZJ000269,train_features/ZJ000269.jpg,S0009,0.0,0.522,animal,0.522,"[0.2937, 0.6055, 0.2, 0.1861]",True,"(222, 192, 59, 120)"
270,ZJ000270,train_features/ZJ000270.jpg,S0069,3.0,0.886,animal,0.886,"[0, 0.6685, 0.1333, 0.2981]",True,"(365, 4, 153, 120)"
271,ZJ000271,train_features/ZJ000271.jpg,S0025,4.0,0.899,animal,0.899,"[0.3671, 0.3833, 0.2109, 0.1916]",True,"(142, 239, 61, 127)"
272,ZJ000272,train_features/ZJ000272.jpg,S0008,4.0,0.21,animal,0.21,"[0, 0.6361, 0.2046, 0.3166]",True,"(233, 4, 106, 123)"
273,ZJ000273,train_features/ZJ000273.jpg,S0069,3.0,0.713,animal,0.713,"[0.4177, 0.5333, 0.1864, 0.224]",True,"(292, 405, 113, 171)"
274,ZJ000274,train_features/ZJ000274.jpg,S0096,3.0,0.519,animal,0.519,"[0.5859, 0.3472, 0.05781, 0.1694]",True,"(129, 379, 53, 29)"
275,ZJ000275,train_features/ZJ000275.jpg,S0093,1.0,0.791,animal,0.791,"[0.3583, 0.574, 0.2666, 0.3962]",True,"(314, 348, 206, 248)"
276,ZJ000276,train_features/ZJ000276.jpg,S0123,0.0,0.021,animal,0.021,"[0.7953, 0.1222, 0.08281, 0.2472]",True,"(48, 513, 81, 45)"
277,ZJ000277,train_features/ZJ000277.jpg,S0018,3.0,0.876,animal,0.876,"[0.6968, 0.8666, 0.07187, 0.1018]",True,"(472, 673, 47, 61)"
278,ZJ000278,train_features/ZJ000278.jpg,S0060,2.0,0.78,animal,0.78,"[0.5562, 0.6388, 0.3104, 0.2648]",True,"(349, 538, 135, 290)"
279,ZJ000279,train_features/ZJ000279.jpg,S0071,1.0,,,,,False,
280,ZJ000280,train_features/ZJ000280.jpg,S0127,3.0,,,,,False,
281,ZJ000281,train_features/ZJ000281.jpg,S0136,0.0,0.873,animal,0.873,"[0.575, 0.8472, 0.3656, 0.1055]",True,"(309, 372, 30, 226)"
282,ZJ000282,train_features/ZJ000282.jpg,S0147,2.0,0.511,animal,0.511,"[0.1203, 0.8055, 0.189, 0.125]",True,"(294, 81, 37, 113)"
283,ZJ000283,train_features/ZJ000283.jpg,S0060,2.0,0.945,animal,0.945,"[0, 0.6333, 0.4187, 0.3351]",True,"(346, 4, 173, 394)"
284,ZJ000284,train_features/ZJ000284.jpg,S0081,1.0,0.908,animal,0.908,"[0, 0.7592, 0.0927, 0.2074]",True,"(414, 4, 104, 81)"
285,ZJ000285,train_features/ZJ000285.jpg,S0133,0.0,0.219,animal,0.219,"[0.1578, 0.7, 0.4656, 0.3]",True,"(256, 105, 100, 290)"
286,ZJ000286,train_features/ZJ000286.jpg,S0061,1.0,0.00589,animal,0.00589,"[0.3343, 0.674, 0.2125, 0.1407]",True,"(368, 325, 68, 196)"
287,ZJ000287,train_features/ZJ000287.jpg,S0136,0.0,,,,,False,
288,ZJ000288,train_features/ZJ000288.jpg,S0008,4.0,0.796,animal,0.796,"[0, 0.625, 0.2093, 0.3249]",True,"(229, 4, 109, 126)"
289,ZJ000289,train_features/ZJ000289.jpg,S0031,2.0,0.925,animal,0.925,"[0.07656, 0.4166, 0.3781, 0.5]",True,"(154, 53, 172, 234)"
290,ZJ000290,train_features/ZJ000290.jpg,S0059,4.0,0.82,animal,0.82,"[0.6979, 0.8962, 0.127, 0.07407]",True,"(488, 674, 32, 114)"
291,ZJ000291,train_features/ZJ000291.jpg,S0071,1.0,0.961,animal,0.961,"[0.1229, 0.4092, 0.2937, 0.5037]",True,"(225, 122, 264, 274)"
292,ZJ000292,train_features/ZJ000292.jpg,S0130,4.0,0.767,animal,0.767,"[0.02343, 0.3361, 0.1203, 0.4388]",True,"(125, 19, 150, 69)"
293,ZJ000293,train_features/ZJ000293.jpg,S0038,1.0,0.0841,animal,0.0841,"[0.8427, 0.737, 0.1145, 0.187]",True,"(402, 813, 93, 102)"
294,ZJ000294,train_features/ZJ000294.jpg,S0036,0.0,0.106,animal,0.106,"[0.4625, 0.8527, 0.1437, 0.1027]",True,"(311, 300, 29, 84)"
295,ZJ000295,train_features/ZJ000295.jpg,S0130,4.0,0.2,animal,0.2,"[0.2515, 0.8055, 0.3937, 0.15]",True,"(294, 165, 46, 244)"
296,ZJ000296,train_features/ZJ000296.jpg,S0022,0.0,0.394,animal,0.394,"[0, 0.6611, 0.2374, 0.3388]",True,"(242, 4, 114, 144)"
297,ZJ000297,train_features/ZJ000297.jpg,S0036,0.0,0.761,animal,0.761,"[0, 0.5638, 0.1796, 0.2944]",True,"(207, 4, 98, 107)"
298,ZJ000298,train_features/ZJ000298.jpg,S0077,1.0,0.0734,animal,0.0734,"[0, 0.6666, 0.02968, 0.1305]",True,"(244, 4, 39, 11)"
299,ZJ000299,train_features/ZJ000299.jpg,S0146,1.0,0.508,animal,0.508,"[0.1468, 0.7044, 0.08906, 0.1701]",True,"(240, 98, 49, 49)"
300,ZJ000300,train_features/ZJ000300.jpg,S0051,4.0,0.948,animal,0.948,"[0.07395, 0.4481, 0.4645, 0.3277]",True,"(246, 75, 169, 438)"
301,ZJ000301,train_features/ZJ000301.jpg,S0097,3.0,0.0181,animal,0.0181,"[0.003125, 0.01111, 0.9937, 0.975]",True,"(8, 6, 343, 628)"
302,ZJ000302,train_features/ZJ000302.jpg,S0097,3.0,0.643,animal,0.643,"[0.5671, 0.4277, 0.1781, 0.3194]",True,"(158, 367, 107, 106)"
303,ZJ000303,train_features/ZJ000303.jpg,S0070,1.0,0.793,animal,0.793,"[0.152, 0.5648, 0.08749, 0.1462]",True,"(309, 150, 71, 76)"
304,ZJ000304,train_features/ZJ000304.jpg,S0120,2.0,0.925,animal,0.925,"[0.6135, 0.1999, 0.09062, 0.2351]",True,"(112, 593, 119, 79)"
305,ZJ000305,train_features/ZJ000305.jpg,S0030,1.0,0.483,animal,0.483,"[0.4093, 0.574, 0.5906, 0.3962]",True,"(314, 397, 206, 559)"
306,ZJ000306,train_features/ZJ000306.jpg,S0130,4.0,0.529,animal,0.529,"[0.3203, 0.5805, 0.1296, 0.2472]",True,"(213, 209, 81, 75)"
307,ZJ000307,train_features/ZJ000307.jpg,S0008,4.0,0.242,animal,0.242,"[0, 0.6972, 0.2203, 0.2555]",True,"(255, 4, 84, 133)"
308,ZJ000308,train_features/ZJ000308.jpg,S0060,2.0,0.073,animal,0.073,"[0.3104, 0.5796, 0.1895, 0.1648]",True,"(317, 302, 81, 174)"
309,ZJ000309,train_features/ZJ000309.jpg,S0008,4.0,0.576,animal,0.576,"[0.7796, 0.3888, 0.189, 0.275]",True,"(144, 503, 91, 113)"
310,ZJ000310,train_features/ZJ000310.jpg,S0095,2.0,0.965,animal,0.965,"[0, 0.3833, 0.2114, 0.587]",True,"(211, 4, 309, 195)"
311,ZJ000311,train_features/ZJ000311.jpg,S0004,2.0,0.628,animal,0.628,"[0.1171, 0.7388, 0.2249, 0.1833]",True,"(270, 79, 58, 136)"
312,ZJ000312,train_features/ZJ000312.jpg,S0004,2.0,0.789,animal,0.789,"[0.2515, 0.7527, 0.1859, 0.2027]",True,"(275, 165, 65, 111)"
313,ZJ000313,train_features/ZJ000313.jpg,S0089,3.0,0.888,animal,0.888,"[0.6562, 0.7249, 0.3437, 0.2277]",True,"(265, 424, 74, 212)"
314,ZJ000314,train_features/ZJ000314.jpg,S0049,3.0,0.976,animal,0.976,"[0, 0.1499, 0.7015, 0.8027]",True,"(58, 4, 281, 441)"
315,ZJ000315,train_features/ZJ000315.jpg,S0080,1.0,0.064,animal,0.064,"[0.6062, 0.3999, 0.2187, 0.3833]",True,"(52, 101, 38, 27)"
316,ZJ000316,train_features/ZJ000316.jpg,S0003,2.0,,,,,False,
317,ZJ000317,train_features/ZJ000317.jpg,S0069,3.0,0.598,animal,0.598,"[0.4583, 0, 0.1031, 0.9685]",True,"(4, 444, 515, 91)"
318,ZJ000318,train_features/ZJ000318.jpg,S0081,1.0,0.569,animal,0.569,"[0.3802, 0.6296, 0.0677, 0.05]",True,"(344, 369, 19, 57)"
319,ZJ000319,train_features/ZJ000319.jpg,S0043,3.0,0.678,animal,0.678,"[0.6281, 0, 0.3718, 0.9527]",True,"(4, 406, 335, 230)"
320,ZJ000320,train_features/ZJ000320.jpg,S0051,4.0,0.701,animal,0.701,"[0.4614, 0.3092, 0.2135, 0.1888]",True,"(171, 447, 94, 197)"
321,ZJ000321,train_features/ZJ000321.jpg,S0137,2.0,0.416,animal,0.416,"[0.3531, 0.4444, 0.5921, 0.5083]",True,"(164, 230, 175, 371)"
322,ZJ000322,train_features/ZJ000322.jpg,S0046,2.0,,,,,False,
323,ZJ000323,train_features/ZJ000323.jpg,S0080,1.0,0.0681,animal,0.0681,"[0.7312, 0.425, 0.06875, 0.06666]",True,"(55, 121, 0, 3)"
324,ZJ000324,train_features/ZJ000324.jpg,S0130,4.0,0.0142,animal,0.0142,"[0.2734, 0.4638, 0.1656, 0.2555]",True,"(171, 179, 84, 98)"
325,ZJ000325,train_features/ZJ000325.jpg,S0027,3.0,0.774,animal,0.774,"[0.1062, 0.09722, 0.4859, 0.9027]",True,"(39, 72, 317, 303)"
326,ZJ000326,train_features/ZJ000326.jpg,S0016,1.0,0.409,animal,0.409,"[0.5729, 0.6111, 0.2156, 0.2018]",True,"(334, 554, 101, 199)"
327,ZJ000327,train_features/ZJ000327.jpg,S0155,1.0,0.00922,animal,0.00922,"[0.6427, 0.1029, 0.05312, 0.1495]",True,"(57, 621, 69, 43)"
328,ZJ000328,train_features/ZJ000328.jpg,S0059,4.0,0.884,animal,0.884,"[0.8739, 0.05555, 0.126, 0.6351]",True,"(34, 843, 335, 113)"
329,ZJ000329,train_features/ZJ000329.jpg,S0030,1.0,0.297,animal,0.297,"[0.4947, 0.5388, 0.08541, 0.1333]",True,"(295, 479, 64, 74)"
330,ZJ000330,train_features/ZJ000330.jpg,S0120,2.0,0.0815,animal,0.0815,"[0.4968, 0.5, 0.08229, 0.2055]",True,"(274, 481, 103, 71)"
331,ZJ000331,train_features/ZJ000331.jpg,S0014,4.0,0.881,animal,0.881,"[0.5453, 0.4555, 0.2187, 0.3666]",True,"(168, 353, 124, 132)"
332,ZJ000332,train_features/ZJ000332.jpg,S0150,3.0,0.757,animal,0.757,"[0, 0.5611, 0.3656, 0.3916]",True,"(206, 4, 133, 226)"
333,ZJ000333,train_features/ZJ000333.jpg,S0186,4.0,0.956,animal,0.956,"[0.05833, 0.2018, 0.2552, 0.7666]",True,"(113, 60, 406, 237)"
334,ZJ000334,train_features/ZJ000334.jpg,S0172,0.0,0.139,animal,0.139,"[0.1305, 0.7166, 0.1083, 0.1416]",True,"(176, 51, 26, 31)"
335,ZJ000335,train_features/ZJ000335.jpg,S0063,1.0,0.983,animal,0.983,"[0.5927, 0.3407, 0.4072, 0.6277]",True,"(188, 573, 331, 383)"
336,ZJ000336,train_features/ZJ000336.jpg,S0001,0.0,0.775,animal,0.775,"[0.5015, 0.8472, 0.114, 0.1083]",True,"(309, 325, 31, 65)"
337,ZJ000337,train_features/ZJ000337.jpg,S0060,2.0,0.637,animal,0.637,"[0.3822, 0.6185, 0.2135, 0.1814]",True,"(338, 371, 90, 197)"
338,ZJ000338,train_features/ZJ000338.jpg,S0001,0.0,0.109,animal,0.109,"[0, 0, 0.9453, 0.9555]",True,"(4, 4, 336, 597)"
339,ZJ000339,train_features/ZJ000339.jpg,S0161,2.0,0.65,animal,0.65,"[0.7906, 0.4666, 0.1015, 0.2083]",True,"(172, 510, 67, 57)"
