image_name,file,max_detection_conf,category,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ000174,ZJ000174.jpg,0.0184,animal,0.0184,"(54, 102, 31, 27)","[0.6125, 0.4166, 0.2187, 0.3249]",True,"(97, 141, 65, 41)"
ZJ000175,ZJ000175.jpg,0.894,animal,0.894,"(34, 530, 297, 106)","[0.8218, 0.08955, 0.1781, 0.9104]",True,"(24, 188, 196, 32)"
ZJ000176,ZJ000176.jpg,0.187,animal,0.187,"(333, 299, 37, 71)","[0.3072, 0.6092, 0.08229, 0.08333]",True,"(140, 73, 11, 10)"
ZJ000177,ZJ000177.jpg,0.815,animal,0.815,"(175, 338, 37, 35)","[0.5218, 0.475, 0.06718, 0.125]",True,"(110, 121, 20, 7)"
ZJ000178,ZJ000178.jpg,0.807,animal,0.807,"(301, 187, 144, 228)","[0.1906, 0.55, 0.2458, 0.2814]",True,"(127, 47, 55, 47)"
ZJ000179,ZJ000179.jpg,0.971,animal,0.971,"(4, 4, 515, 353)","[0, 0, 0.376, 0.9685]",True,"(4, 4, 209, 76)"
ZJ000180,ZJ000180.jpg,0.0214,animal,0.0214,"(185, 4, 93, 82)","[0, 0.5027, 0.1406, 0.2805]",True,"(117, 4, 55, 23)"
ZJ000181,ZJ000181.jpg,0.0109,animal,0.0109,"(316, 398, 32, 51)","[0.6156, 0.8666, 0.09218, 0.1111]",True,"(198, 142, 17, 13)"
ZJ000182,ZJ000182.jpg,0.834,animal,0.834,"(145, 412, 154, 224)","[0.6375, 0.3916, 0.3625, 0.4499]",True,"(92, 147, 93, 73)"
ZJ000183,ZJ000183.jpg,0.105,animal,0.105,"(177, 73, 53, 47)","[0.1916, 0.7208, 0.1527, 0.2541]",True,"(165, 47, 49, 26)"
ZJ000184,ZJ000184.jpg,0.634,animal,0.634,"(476, 718, 43, 135)","[0.7437, 0.874, 0.1489, 0.09444]",True,"(200, 171, 13, 25)"
ZJ000185,ZJ000185.jpg,0.545,animal,0.545,"(160, 4, 196, 181)","[0, 0.4333, 0.2953, 0.5666]",True,"(101, 4, 119, 58)"
ZJ000186,ZJ000186.jpg,0.594,animal,0.594,"(385, 312, 87, 132)","[0.3208, 0.7055, 0.1458, 0.1759]",True,"(162, 76, 31, 25)"
ZJ000187,ZJ000187.jpg,0.199,animal,0.199,"(241, 355, 20, 35)","[0.5484, 0.6583, 0.06718, 0.07777]",True,"(151, 127, 9, 7)"
ZJ000188,ZJ000188.jpg,0.981,animal,0.981,"(202, 6, 317, 380)","[0.002083, 0.3666, 0.4041, 0.6018]",True,"(86, 4, 127, 83)"
ZJ000189,ZJ000189.jpg,0.716,animal,0.716,"(6, 4, 348, 632)","[0, 0.005555, 1.0, 0.9888]",True,"(5, 4, 213, 216)"
ZJ000190,ZJ000190.jpg,0.677,animal,0.677,"(297, 482, 43, 98)","[0.7468, 0.8138, 0.1656, 0.1416]",True,"(186, 171, 24, 29)"
ZJ000191,ZJ000191.jpg,0.0101,animal,0.0101,"(431, 670, 66, 117)","[0.6937, 0.7907, 0.1302, 0.137]",True,"(181, 159, 23, 21)"
ZJ000192,ZJ000192.jpg,0.935,animal,0.935,"(250, 40, 241, 183)","[0.03749, 0.4555, 0.1989, 0.4611]",True,"(106, 12, 95, 37)"
ZJ000193,ZJ000193.jpg,0.0107,animal,0.0107,"(9, 188, 60, 50)","[0.1916, 0.009259, 0.06041, 0.1259]",True,"(6, 47, 20, 6)"
ZJ000194,ZJ000194.jpg,0.0359,animal,0.0359,"(206, 75, 42, 48)","[0.1109, 0.5611, 0.08749, 0.1388]",True,"(130, 29, 23, 12)"
ZJ000195,ZJ000195.jpg,0.0201,animal,0.0201,"(240, 4, 55, 21)","[0, 0.6555, 0.04531, 0.1749]",True,"(151, 4, 31, 2)"
ZJ000196,ZJ000196.jpg,0.0793,animal,0.0793,"(265, 274, 21, 66)","[0.4218, 0.725, 0.1156, 0.08055]",True,"(166, 98, 10, 18)"
ZJ000197,ZJ000197.jpg,0.913,animal,0.913,"(233, 153, 57, 98)","[0.2328, 0.6361, 0.1656, 0.1805]",True,"(146, 56, 32, 29)"
ZJ000198,ZJ000198.jpg,0.439,animal,0.439,"(250, 215, 89, 168)","[0.3296, 0.6833, 0.275, 0.2694]",True,"(157, 78, 52, 54)"
ZJ000199,ZJ000199.jpg,0.396,animal,0.396,"(229, 4, 127, 414)","[0, 0.625, 0.6593, 0.375]",True,"(144, 4, 76, 140)"
ZJ000200,ZJ000200.jpg,0.295,animal,0.295,"(275, 426, 63, 37)","[0.6593, 0.7527, 0.07031, 0.1972]",True,"(173, 152, 36, 8)"
ZJ000201,ZJ000201.jpg,0.159,animal,0.159,"(235, 585, 105, 51)","[0.9078, 0.6416, 0.09218, 0.3138]",True,"(148, 207, 62, 13)"
ZJ000202,ZJ000202.jpg,0.931,animal,0.931,"(335, 283, 156, 446)","[0.2906, 0.6129, 0.4729, 0.3037]",True,"(141, 69, 60, 98)"
ZJ000203,ZJ000203.jpg,0.493,animal,0.493,"(362, 322, 61, 240)","[0.3312, 0.6629, 0.2583, 0.1277]",True,"(152, 78, 21, 50)"
ZJ000204,ZJ000204.jpg,0.00676,animal,0.00676,"(420, 632, 43, 25)","[0.6541, 0.7703, 0.03437, 0.09444]",True,"(177, 151, 13, 0)"
ZJ000205,ZJ000205.jpg,0.458,animal,0.458,"(215, 305, 25, 122)","[0.4703, 0.5861, 0.2031, 0.09166]",True,"(135, 109, 13, 37)"
ZJ000206,ZJ000206.jpg,0.853,animal,0.853,"(284, 667, 48, 164)","[0.6906, 0.5185, 0.1791, 0.1037]",True,"(120, 159, 15, 32)"
ZJ000207,ZJ000207.jpg,0.637,animal,0.637,"(365, 847, 85, 109)","[0.8781, 0.6685, 0.1218, 0.1722]",True,"(154, 201, 31, 19)"
ZJ000208,ZJ000208.jpg,,,,,,False,
ZJ000209,ZJ000209.jpg,,,,,,False,
ZJ000210,ZJ000210.jpg,0.895,animal,0.895,"(464, 842, 55, 70)","[0.8729, 0.8518, 0.08124, 0.1166]",True,"(195, 200, 18, 10)"
ZJ000211,ZJ000211.jpg,0.5,animal,0.5,"(300, 288, 39, 68)","[0.4437, 0.8222, 0.1187, 0.1305]",True,"(188, 103, 21, 19)"
ZJ000212,ZJ000212.jpg,0.469,animal,0.469,"(470, 167, 38, 142)","[0.1697, 0.8629, 0.1562, 0.08518]",True,"(197, 42, 11, 27)"
ZJ000213,ZJ000213.jpg,0.371,animal,0.371,"(4, 4, 351, 632)","[0, 0, 1.0, 0.9972]",True,"(4, 4, 215, 216)"
ZJ000214,ZJ000214.jpg,0.849,animal,0.849,"(4, 542, 514, 119)","[0.5604, 0, 0.1322, 0.9666]",True,"(4, 130, 209, 22)"
ZJ000215,ZJ000215.jpg,0.594,animal,0.594,"(170, 5, 185, 456)","[0.001562, 0.4611, 0.725, 0.5361]",True,"(107, 4, 112, 154)"
ZJ000216,ZJ000216.jpg,0.351,animal,0.351,"(231, 585, 56, 78)","[0.6052, 0.4203, 0.08958, 0.1185]",True,"(98, 140, 19, 12)"
ZJ000217,ZJ000217.jpg,0.091,animal,0.091,"(262, 4, 39, 82)","[0, 0.7166, 0.1406, 0.1305]",True,"(165, 4, 21, 23)"
ZJ000218,ZJ000218.jpg,0.0355,animal,0.0355,"(316, 611, 82, 168)","[0.6322, 0.5777, 0.1833, 0.1666]",True,"(133, 146, 29, 33)"
ZJ000219,ZJ000219.jpg,0.0147,animal,0.0147,"(57, 22, 12, 8)","[0.1124, 0.4416, 0.1, 0.1666]",True,"(103, 29, 29, 14)"
ZJ000220,ZJ000220.jpg,0.87,animal,0.87,"(231, 111, 176, 126)","[0.1114, 0.4407, 0.1395, 0.3572]",True,"(103, 29, 72, 23)"
ZJ000221,ZJ000221.jpg,0.568,animal,0.568,"(187, 232, 35, 47)","[0.3562, 0.5083, 0.08593, 0.1194]",True,"(118, 84, 19, 11)"
ZJ000222,ZJ000222.jpg,0.917,animal,0.917,"(262, 555, 217, 281)","[0.5739, 0.4777, 0.301, 0.4166]",True,"(111, 133, 85, 59)"
ZJ000223,ZJ000223.jpg,0.074,animal,0.074,"(270, 123, 70, 349)","[0.1859, 0.7388, 0.5578, 0.2166]",True,"(169, 46, 41, 117)"
ZJ000224,ZJ000224.jpg,0.314,animal,0.314,"(247, 217, 19, 66)","[0.3328, 0.6749, 0.1156, 0.075]",True,"(155, 79, 9, 18)"
ZJ000225,ZJ000225.jpg,0.405,animal,0.405,"(202, 186, 62, 127)","[0.1895, 0.3666, 0.1406, 0.1296]",True,"(86, 46, 21, 23)"
ZJ000226,ZJ000226.jpg,0.528,animal,0.528,"(263, 105, 41, 45)","[0.1578, 0.7194, 0.08281, 0.1361]",True,"(165, 39, 22, 11)"
ZJ000227,ZJ000227.jpg,0.7,animal,0.7,"(185, 172, 119, 199)","[0.2624, 0.5027, 0.3234, 0.3527]",True,"(117, 63, 71, 64)"
ZJ000228,ZJ000228.jpg,0.642,animal,0.642,"(225, 230, 96, 51)","[0.3531, 0.6138, 0.09218, 0.2888]",True,"(141, 83, 57, 13)"
ZJ000229,ZJ000229.jpg,0.588,animal,0.588,"(5, 4, 514, 441)","[0, 0.001851, 0.4677, 0.9666]",True,"(4, 4, 209, 97)"
ZJ000230,ZJ000230.jpg,0.954,animal,0.954,"(265, 148, 180, 320)","[0.1499, 0.4833, 0.3416, 0.3481]",True,"(112, 38, 70, 69)"
ZJ000231,ZJ000231.jpg,0.883,animal,0.883,"(195, 564, 161, 72)","[0.875, 0.5305, 0.125, 0.4694]",True,"(123, 200, 97, 20)"
ZJ000232,ZJ000232.jpg,0.00955,animal,0.00955,"(89, 149, 78, 189)","[0.4027, 0.3541, 0.5472, 0.3583]",True,"(83, 94, 72, 115)"
ZJ000233,ZJ000233.jpg,0.184,animal,0.184,"(153, 4, 132, 28)","[0, 0.4138, 0.05624, 0.3888]",True,"(97, 4, 79, 5)"
ZJ000234,ZJ000234.jpg,0.698,animal,0.698,"(352, 768, 141, 177)","[0.7958, 0.6444, 0.1927, 0.2759]",True,"(148, 182, 54, 35)"
ZJ000235,ZJ000235.jpg,0.242,animal,0.242,"(242, 4, 113, 145)","[0, 0.6611, 0.239, 0.3361]",True,"(152, 4, 67, 46)"
ZJ000236,ZJ000236.jpg,0.0558,animal,0.0558,"(12, 115, 343, 520)","[0.1734, 0.02222, 0.8249, 0.975]",True,"(9, 43, 210, 177)"
ZJ000237,ZJ000237.jpg,0.484,animal,0.484,"(221, 4, 135, 148)","[0, 0.6027, 0.2437, 0.3972]",True,"(139, 4, 81, 47)"
ZJ000238,ZJ000238.jpg,0.821,animal,0.821,"(303, 393, 37, 182)","[0.6078, 0.8305, 0.2968, 0.125]",True,"(190, 140, 20, 58)"
ZJ000239,ZJ000239.jpg,0.736,animal,0.736,"(44, 248, 222, 154)","[0.2541, 0.07407, 0.1687, 0.4259]",True,"(21, 61, 87, 30)"
ZJ000240,ZJ000240.jpg,0.836,animal,0.836,"(324, 132, 95, 257)","[0.1333, 0.5925, 0.276, 0.1907]",True,"(137, 34, 35, 54)"
ZJ000241,ZJ000241.jpg,,,,,,False,
ZJ000242,ZJ000242.jpg,0.556,animal,0.556,"(410, 563, 99, 205)","[0.5822, 0.7518, 0.2218, 0.1981]",True,"(172, 134, 36, 42)"
ZJ000243,ZJ000243.jpg,0.344,animal,0.344,"(366, 714, 30, 68)","[0.7395, 0.6703, 0.07916, 0.07037]",True,"(154, 170, 8, 10)"
ZJ000244,ZJ000244.jpg,0.00591,animal,0.00591,"(237, 758, 274, 198)","[0.7854, 0.4524, 0.2145, 0.5475]",True,"(105, 180, 115, 40)"
ZJ000245,ZJ000245.jpg,0.866,animal,0.866,"(196, 428, 80, 208)","[0.6625, 0.5333, 0.3375, 0.2444]",True,"(123, 152, 47, 68)"
ZJ000246,ZJ000246.jpg,0.551,animal,0.551,"(278, 146, 45, 38)","[0.2218, 0.7611, 0.07187, 0.1472]",True,"(174, 54, 25, 8)"
ZJ000247,ZJ000247.jpg,0.0362,animal,0.0362,"(4, 499, 514, 126)","[0.5156, 0, 0.1395, 0.9666]",True,"(4, 119, 209, 23)"
ZJ000248,ZJ000248.jpg,0.188,animal,0.188,"(83, 69, 42, 41)","[0.1805, 0.3291, 0.1361, 0.2083]",True,"(78, 44, 39, 22)"
ZJ000249,ZJ000249.jpg,0.106,animal,0.106,"(81, 75, 12, 4)","[0.4437, 0.6416, 0.075, 0.1666]",True,"(148, 103, 29, 9)"
ZJ000250,ZJ000250.jpg,,,,,,False,
ZJ000251,ZJ000251.jpg,0.788,animal,0.788,"(344, 370, 148, 256)","[0.3812, 0.6601, 0.275, 0.3029]",True,"(152, 89, 60, 54)"
ZJ000252,ZJ000252.jpg,,,,,,False,
ZJ000253,ZJ000253.jpg,0.446,animal,0.446,"(175, 167, 180, 108)","[0.2546, 0.4749, 0.1812, 0.5222]",True,"(110, 61, 109, 33)"
ZJ000254,ZJ000254.jpg,0.981,animal,0.981,"(233, 4, 286, 431)","[0, 0.424, 0.4572, 0.5444]",True,"(99, 4, 114, 94)"
ZJ000255,ZJ000255.jpg,0.409,person,0.409,"(246, 594, 87, 42)","[0.9218, 0.6722, 0.07812, 0.2638]",True,"(155, 210, 51, 9)"
ZJ000256,ZJ000256.jpg,0.778,animal,0.778,"(451, 562, 68, 231)","[0.5812, 0.8277, 0.2489, 0.1407]",True,"(189, 134, 24, 48)"
ZJ000257,ZJ000257.jpg,0.279,animal,0.279,"(233, 4, 100, 123)","[0, 0.6361, 0.2046, 0.3]",True,"(146, 4, 59, 38)"
ZJ000258,ZJ000258.jpg,0.596,animal,0.596,"(302, 385, 104, 91)","[0.3968, 0.5518, 0.1031, 0.2074]",True,"(128, 93, 38, 15)"
ZJ000259,ZJ000259.jpg,0.0622,animal,0.0622,"(131, 379, 51, 28)","[0.5859, 0.3527, 0.05624, 0.1638]",True,"(83, 135, 29, 5)"
ZJ000260,ZJ000260.jpg,0.579,animal,0.579,"(193, 167, 46, 68)","[0.2546, 0.525, 0.1187, 0.15]",True,"(122, 61, 26, 19)"
ZJ000261,ZJ000261.jpg,0.0358,animal,0.0358,"(284, 4, 55, 72)","[0, 0.7777, 0.125, 0.1749]",True,"(178, 4, 31, 20)"
ZJ000262,ZJ000262.jpg,0.836,animal,0.836,"(230, 4, 109, 126)","[0, 0.6277, 0.2093, 0.3249]",True,"(145, 4, 65, 39)"
ZJ000263,ZJ000263.jpg,0.899,animal,0.899,"(148, 348, 104, 69)","[0.5375, 0.4, 0.1203, 0.3111]",True,"(94, 124, 62, 19)"
ZJ000264,ZJ000264.jpg,0.858,animal,0.858,"(192, 478, 97, 110)","[0.7406, 0.5222, 0.1843, 0.2916]",True,"(121, 170, 57, 33)"
ZJ000265,ZJ000265.jpg,0.76,animal,0.76,"(80, 69, 79, 126)","[0.1015, 0.2111, 0.2093, 0.2416]",True,"(51, 27, 46, 39)"
ZJ000266,ZJ000266.jpg,0.762,animal,0.762,"(229, 279, 278, 112)","[0.2864, 0.4166, 0.125, 0.5296]",True,"(97, 68, 111, 20)"
ZJ000267,ZJ000267.jpg,0.00657,animal,0.00657,"(162, 234, 177, 212)","[0.3593, 0.4388, 0.3437, 0.5138]",True,"(102, 84, 107, 69)"
ZJ000268,ZJ000268.jpg,0.865,animal,0.865,"(363, 795, 156, 79)","[0.8239, 0.6648, 0.09062, 0.3037]",True,"(153, 189, 60, 12)"
ZJ000269,ZJ000269.jpg,0.522,animal,0.522,"(222, 192, 59, 120)","[0.2937, 0.6055, 0.2, 0.1861]",True,"(140, 70, 34, 37)"
ZJ000270,ZJ000270.jpg,0.886,animal,0.886,"(365, 4, 153, 120)","[0, 0.6685, 0.1333, 0.2981]",True,"(154, 4, 59, 22)"
ZJ000271,ZJ000271.jpg,0.899,animal,0.899,"(142, 239, 61, 127)","[0.3671, 0.3833, 0.2109, 0.1916]",True,"(90, 86, 35, 39)"
ZJ000272,ZJ000272.jpg,0.21,animal,0.21,"(233, 4, 106, 123)","[0, 0.6361, 0.2046, 0.3166]",True,"(146, 4, 63, 38)"
ZJ000273,ZJ000273.jpg,0.713,animal,0.713,"(292, 405, 113, 171)","[0.4177, 0.5333, 0.1864, 0.224]",True,"(123, 98, 42, 34)"
ZJ000274,ZJ000274.jpg,0.519,animal,0.519,"(129, 379, 53, 29)","[0.5859, 0.3472, 0.05781, 0.1694]",True,"(82, 135, 30, 5)"
ZJ000275,ZJ000275.jpg,0.791,animal,0.791,"(314, 348, 206, 248)","[0.3583, 0.574, 0.2666, 0.3962]",True,"(133, 84, 81, 52)"
ZJ000276,ZJ000276.jpg,0.021,animal,0.021,"(48, 513, 81, 45)","[0.7953, 0.1222, 0.08281, 0.2472]",True,"(31, 182, 47, 11)"
ZJ000277,ZJ000277.jpg,0.876,animal,0.876,"(472, 673, 47, 61)","[0.6968, 0.8666, 0.07187, 0.1018]",True,"(198, 160, 15, 8)"
ZJ000278,ZJ000278.jpg,0.78,animal,0.78,"(349, 538, 135, 290)","[0.5562, 0.6388, 0.3104, 0.2648]",True,"(147, 129, 51, 62)"
ZJ000279,ZJ000279.jpg,,,,,,False,
ZJ000280,ZJ000280.jpg,,,,,,False,
ZJ000281,ZJ000281.jpg,0.873,animal,0.873,"(309, 372, 30, 226)","[0.575, 0.8472, 0.3656, 0.1055]",True,"(194, 133, 16, 74)"
ZJ000282,ZJ000282.jpg,0.511,animal,0.511,"(294, 81, 37, 113)","[0.1203, 0.8055, 0.189, 0.125]",True,"(184, 31, 20, 34)"
ZJ000283,ZJ000283.jpg,0.945,animal,0.945,"(346, 4, 173, 394)","[0, 0.6333, 0.4187, 0.3351]",True,"(146, 4, 67, 86)"
ZJ000284,ZJ000284.jpg,0.908,animal,0.908,"(414, 4, 104, 81)","[0, 0.7592, 0.0927, 0.2074]",True,"(174, 4, 38, 13)"
ZJ000285,ZJ000285.jpg,0.219,animal,0.219,"(256, 105, 100, 290)","[0.1578, 0.7, 0.4656, 0.3]",True,"(161, 39, 59, 96)"
ZJ000286,ZJ000286.jpg,0.00589,animal,0.00589,"(368, 325, 68, 196)","[0.3343, 0.674, 0.2125, 0.1407]",True,"(155, 79, 24, 40)"
ZJ000287,ZJ000287.jpg,,,,,,False,
ZJ000288,ZJ000288.jpg,0.796,animal,0.796,"(229, 4, 109, 126)","[0, 0.625, 0.2093, 0.3249]",True,"(144, 4, 65, 39)"
ZJ000289,ZJ000289.jpg,0.925,animal,0.925,"(154, 53, 172, 234)","[0.07656, 0.4166, 0.3781, 0.5]",True,"(97, 21, 104, 77)"
ZJ000290,ZJ000290.jpg,0.82,animal,0.82,"(488, 674, 32, 114)","[0.6979, 0.8962, 0.127, 0.07407]",True,"(205, 160, 9, 20)"
ZJ000291,ZJ000291.jpg,0.961,animal,0.961,"(225, 122, 264, 274)","[0.1229, 0.4092, 0.2937, 0.5037]",True,"(96, 32, 105, 58)"
ZJ000292,ZJ000292.jpg,0.767,animal,0.767,"(125, 19, 150, 69)","[0.02343, 0.3361, 0.1203, 0.4388]",True,"(79, 9, 90, 19)"
ZJ000293,ZJ000293.jpg,0.0841,animal,0.0841,"(402, 813, 93, 102)","[0.8427, 0.737, 0.1145, 0.187]",True,"(169, 193, 34, 18)"
ZJ000294,ZJ000294.jpg,0.106,animal,0.106,"(311, 300, 29, 84)","[0.4625, 0.8527, 0.1437, 0.1027]",True,"(195, 108, 15, 24)"
ZJ000295,ZJ000295.jpg,0.2,animal,0.2,"(294, 165, 46, 244)","[0.2515, 0.8055, 0.3937, 0.15]",True,"(184, 60, 26, 80)"
ZJ000296,ZJ000296.jpg,0.394,animal,0.394,"(242, 4, 114, 144)","[0, 0.6611, 0.2374, 0.3388]",True,"(152, 4, 68, 45)"
ZJ000297,ZJ000297.jpg,0.761,animal,0.761,"(207, 4, 98, 107)","[0, 0.5638, 0.1796, 0.2944]",True,"(130, 4, 58, 32)"
ZJ000298,ZJ000298.jpg,0.0734,animal,0.0734,"(244, 4, 39, 11)","[0, 0.6666, 0.02968, 0.1305]",True,"(153, 4, 21, -1)"
ZJ000299,ZJ000299.jpg,0.508,animal,0.508,"(240, 98, 49, 49)","[0.1468, 0.7044, 0.08906, 0.1701]",True,"(162, 37, 30, 12)"
ZJ000300,ZJ000300.jpg,0.948,animal,0.948,"(246, 75, 169, 438)","[0.07395, 0.4481, 0.4645, 0.3277]",True,"(104, 21, 65, 96)"
ZJ000301,ZJ000301.jpg,0.0181,animal,0.0181,"(8, 6, 343, 628)","[0.003125, 0.01111, 0.9937, 0.975]",True,"(6, 5, 210, 215)"
ZJ000302,ZJ000302.jpg,0.643,animal,0.643,"(158, 367, 107, 106)","[0.5671, 0.4277, 0.1781, 0.3194]",True,"(100, 131, 64, 32)"
ZJ000303,ZJ000303.jpg,0.793,animal,0.793,"(309, 150, 71, 76)","[0.152, 0.5648, 0.08749, 0.1462]",True,"(131, 38, 25, 12)"
ZJ000304,ZJ000304.jpg,0.925,animal,0.925,"(112, 593, 119, 79)","[0.6135, 0.1999, 0.09062, 0.2351]",True,"(49, 141, 45, 12)"
ZJ000305,ZJ000305.jpg,0.483,animal,0.483,"(314, 397, 206, 559)","[0.4093, 0.574, 0.5906, 0.3962]",True,"(133, 96, 81, 124)"
ZJ000306,ZJ000306.jpg,0.529,animal,0.529,"(213, 209, 81, 75)","[0.3203, 0.5805, 0.1296, 0.2472]",True,"(134, 76, 47, 21)"
ZJ000307,ZJ000307.jpg,0.242,animal,0.242,"(255, 4, 84, 133)","[0, 0.6972, 0.2203, 0.2555]",True,"(160, 4, 49, 41)"
ZJ000308,ZJ000308.jpg,0.073,animal,0.073,"(317, 302, 81, 174)","[0.3104, 0.5796, 0.1895, 0.1648]",True,"(134, 74, 29, 34)"
ZJ000309,ZJ000309.jpg,0.576,animal,0.576,"(144, 503, 91, 113)","[0.7796, 0.3888, 0.189, 0.275]",True,"(91, 179, 54, 34)"
ZJ000310,ZJ000310.jpg,0.965,animal,0.965,"(211, 4, 309, 195)","[0, 0.3833, 0.2114, 0.587]",True,"(90, 4, 123, 39)"
ZJ000311,ZJ000311.jpg,0.628,animal,0.628,"(270, 79, 58, 136)","[0.1171, 0.7388, 0.2249, 0.1833]",True,"(169, 30, 33, 42)"
ZJ000312,ZJ000312.jpg,0.789,animal,0.789,"(275, 165, 65, 111)","[0.2515, 0.7527, 0.1859, 0.2027]",True,"(173, 60, 37, 34)"
ZJ000313,ZJ000313.jpg,0.888,animal,0.888,"(265, 424, 74, 212)","[0.6562, 0.7249, 0.3437, 0.2277]",True,"(166, 151, 43, 69)"
ZJ000314,ZJ000314.jpg,0.976,animal,0.976,"(58, 4, 281, 441)","[0, 0.1499, 0.7015, 0.8027]",True,"(38, 4, 172, 149)"
ZJ000315,ZJ000315.jpg,0.064,animal,0.064,"(52, 101, 38, 27)","[0.6062, 0.3999, 0.2187, 0.3833]",True,"(94, 140, 78, 41)"
ZJ000316,ZJ000316.jpg,,,,,,False,
ZJ000317,ZJ000317.jpg,0.598,animal,0.598,"(4, 444, 515, 91)","[0.4583, 0, 0.1031, 0.9685]",True,"(4, 107, 209, 15)"
ZJ000318,ZJ000318.jpg,0.569,animal,0.569,"(344, 369, 19, 57)","[0.3802, 0.6296, 0.0677, 0.05]",True,"(145, 89, 3, 7)"
ZJ000319,ZJ000319.jpg,0.678,animal,0.678,"(4, 406, 335, 230)","[0.6281, 0, 0.3718, 0.9527]",True,"(4, 145, 205, 75)"
ZJ000320,ZJ000320.jpg,0.701,animal,0.701,"(171, 447, 94, 197)","[0.4614, 0.3092, 0.2135, 0.1888]",True,"(73, 107, 34, 40)"
ZJ000321,ZJ000321.jpg,0.416,animal,0.416,"(164, 230, 175, 371)","[0.3531, 0.4444, 0.5921, 0.5083]",True,"(104, 83, 106, 125)"
ZJ000322,ZJ000322.jpg,,,,,,False,
ZJ000323,ZJ000323.jpg,0.0681,animal,0.0681,"(55, 121, 0, 3)","[0.7312, 0.425, 0.06875, 0.06666]",True,"(99, 168, 7, 7)"
ZJ000324,ZJ000324.jpg,0.0142,animal,0.0142,"(171, 179, 84, 98)","[0.2734, 0.4638, 0.1656, 0.2555]",True,"(108, 65, 49, 29)"
ZJ000325,ZJ000325.jpg,0.774,animal,0.774,"(39, 72, 317, 303)","[0.1062, 0.09722, 0.4859, 0.9027]",True,"(26, 28, 194, 101)"
ZJ000326,ZJ000326.jpg,0.409,animal,0.409,"(334, 554, 101, 199)","[0.5729, 0.6111, 0.2156, 0.2018]",True,"(141, 132, 37, 40)"
ZJ000327,ZJ000327.jpg,0.00922,animal,0.00922,"(57, 621, 69, 43)","[0.6427, 0.1029, 0.05312, 0.1495]",True,"(27, 148, 25, 4)"
ZJ000328,ZJ000328.jpg,0.884,animal,0.884,"(34, 843, 335, 113)","[0.8739, 0.05555, 0.126, 0.6351]",True,"(16, 200, 134, 20)"
ZJ000329,ZJ000329.jpg,0.297,animal,0.297,"(295, 479, 64, 74)","[0.4947, 0.5388, 0.08541, 0.1333]",True,"(125, 115, 22, 11)"
ZJ000330,ZJ000330.jpg,0.0815,animal,0.0815,"(274, 481, 103, 71)","[0.4968, 0.5, 0.08229, 0.2055]",True,"(116, 115, 38, 10)"
ZJ000331,ZJ000331.jpg,0.881,animal,0.881,"(168, 353, 124, 132)","[0.5453, 0.4555, 0.2187, 0.3666]",True,"(106, 126, 74, 41)"
ZJ000332,ZJ000332.jpg,0.757,animal,0.757,"(206, 4, 133, 226)","[0, 0.5611, 0.3656, 0.3916]",True,"(130, 4, 80, 74)"
ZJ000333,ZJ000333.jpg,0.956,animal,0.956,"(113, 60, 406, 237)","[0.05833, 0.2018, 0.2552, 0.7666]",True,"(49, 17, 164, 49)"
ZJ000334,ZJ000334.jpg,0.139,animal,0.139,"(176, 51, 26, 31)","[0.1305, 0.7166, 0.1083, 0.1416]",True,"(165, 33, 24, 16)"
ZJ000335,ZJ000335.jpg,0.983,animal,0.983,"(188, 573, 331, 383)","[0.5927, 0.3407, 0.4072, 0.6277]",True,"(80, 137, 133, 83)"
ZJ000336,ZJ000336.jpg,0.775,animal,0.775,"(309, 325, 31, 65)","[0.5015, 0.8472, 0.114, 0.1083]",True,"(194, 116, 16, 18)"
ZJ000337,ZJ000337.jpg,0.637,animal,0.637,"(338, 371, 90, 197)","[0.3822, 0.6185, 0.2135, 0.1814]",True,"(143, 90, 33, 40)"
ZJ000338,ZJ000338.jpg,0.109,animal,0.109,"(4, 4, 336, 597)","[0, 0, 0.9453, 0.9555]",True,"(4, 4, 206, 204)"
ZJ000339,ZJ000339.jpg,0.65,animal,0.65,"(172, 510, 67, 57)","[0.7906, 0.4666, 0.1015, 0.2083]",True,"(109, 181, 39, 15)"
ZJ000340,ZJ000340.jpg,0.848,animal,0.848,"(316, 671, 198, 285)","[0.6947, 0.5777, 0.3052, 0.3814]",True,"(133, 160, 77, 60)"
ZJ000341,ZJ000341.jpg,,,,,,False,
ZJ000342,ZJ000342.jpg,0.65,animal,0.65,"(173, 108, 63, 56)","[0.2888, 0.7041, 0.1777, 0.2958]",True,"(162, 69, 58, 32)"
ZJ000343,ZJ000343.jpg,0.575,animal,0.575,"(361, 259, 76, 209)","[0.2656, 0.6611, 0.226, 0.1555]",True,"(152, 63, 27, 43)"
ZJ000344,ZJ000344.jpg,0.21,animal,0.21,"(194, 52, 23, 35)","[0.07499, 0.5277, 0.06718, 0.08611]",True,"(122, 21, 11, 7)"
ZJ000345,ZJ000345.jpg,0.732,animal,0.732,"(190, 554, 62, 93)","[0.5729, 0.3444, 0.1052, 0.1296]",True,"(81, 132, 21, 16)"
ZJ000346,ZJ000346.jpg,0.823,animal,0.823,"(397, 260, 111, 125)","[0.2666, 0.7277, 0.1385, 0.2203]",True,"(167, 64, 41, 23)"
