image_name,file,max_detection_conf,category,conf,bbox,conf_th
ZJ000259,ZJ000259.jpg,0.0622,animal,0.0622,"[0.5859, 0.3527, 0.05624, 0.1638]",False
ZJ000260,ZJ000260.jpg,0.579,animal,0.579,"[0.2546, 0.525, 0.1187, 0.15]",False
ZJ000261,ZJ000261.jpg,0.0358,animal,0.0358,"[0, 0.7777, 0.125, 0.1749]",False
ZJ000262,ZJ000262.jpg,0.836,animal,0.836,"[0, 0.6277, 0.2093, 0.3249]",True
ZJ000263,ZJ000263.jpg,0.899,animal,0.899,"[0.5375, 0.4, 0.1203, 0.3111]",True
ZJ000264,ZJ000264.jpg,0.858,animal,0.858,"[0.7406, 0.5222, 0.1843, 0.2916]",True
ZJ000265,ZJ000265.jpg,0.76,animal,0.76,"[0.1015, 0.2111, 0.2093, 0.2416]",True
ZJ000266,ZJ000266.jpg,0.762,animal,0.762,"[0.2864, 0.4166, 0.125, 0.5296]",True
ZJ000267,ZJ000267.jpg,0.00657,animal,0.00657,"[0.3593, 0.4388, 0.3437, 0.5138]",False
ZJ000268,ZJ000268.jpg,0.865,animal,0.865,"[0.8239, 0.6648, 0.09062, 0.3037]",True
ZJ000269,ZJ000269.jpg,0.522,animal,0.522,"[0.2937, 0.6055, 0.2, 0.1861]",False
ZJ000270,ZJ000270.jpg,0.886,animal,0.886,"[0, 0.6685, 0.1333, 0.2981]",True
ZJ000271,ZJ000271.jpg,0.899,animal,0.899,"[0.3671, 0.3833, 0.2109, 0.1916]",True
ZJ000272,ZJ000272.jpg,0.21,animal,0.21,"[0, 0.6361, 0.2046, 0.3166]",False
ZJ000273,ZJ000273.jpg,0.713,animal,0.713,"[0.4177, 0.5333, 0.1864, 0.224]",True
ZJ000274,ZJ000274.jpg,0.519,animal,0.519,"[0.5859, 0.3472, 0.05781, 0.1694]",False
ZJ000275,ZJ000275.jpg,0.791,animal,0.791,"[0.3583, 0.574, 0.2666, 0.3962]",True
ZJ000276,ZJ000276.jpg,0.021,animal,0.021,"[0.7953, 0.1222, 0.08281, 0.2472]",False
ZJ000277,ZJ000277.jpg,0.876,animal,0.876,"[0.6968, 0.8666, 0.07187, 0.1018]",True
ZJ000278,ZJ000278.jpg,0.78,animal,0.78,"[0.5562, 0.6388, 0.3104, 0.2648]",True
ZJ000279,ZJ000279.jpg,,,,,False
ZJ000280,ZJ000280.jpg,,,,,False
ZJ000281,ZJ000281.jpg,0.873,animal,0.873,"[0.575, 0.8472, 0.3656, 0.1055]",True
ZJ000282,ZJ000282.jpg,0.511,animal,0.511,"[0.1203, 0.8055, 0.189, 0.125]",False
ZJ000283,ZJ000283.jpg,0.945,animal,0.945,"[0, 0.6333, 0.4187, 0.3351]",True
ZJ000284,ZJ000284.jpg,0.908,animal,0.908,"[0, 0.7592, 0.0927, 0.2074]",True
ZJ000285,ZJ000285.jpg,0.219,animal,0.219,"[0.1578, 0.7, 0.4656, 0.3]",False
ZJ000286,ZJ000286.jpg,0.00589,animal,0.00589,"[0.3343, 0.674, 0.2125, 0.1407]",False
ZJ000287,ZJ000287.jpg,,,,,False
ZJ000288,ZJ000288.jpg,0.796,animal,0.796,"[0, 0.625, 0.2093, 0.3249]",True
ZJ000289,ZJ000289.jpg,0.925,animal,0.925,"[0.07656, 0.4166, 0.3781, 0.5]",True
ZJ000290,ZJ000290.jpg,0.82,animal,0.82,"[0.6979, 0.8962, 0.127, 0.07407]",True
ZJ000291,ZJ000291.jpg,0.961,animal,0.961,"[0.1229, 0.4092, 0.2937, 0.5037]",True
ZJ000292,ZJ000292.jpg,0.767,animal,0.767,"[0.02343, 0.3361, 0.1203, 0.4388]",True
ZJ000293,ZJ000293.jpg,0.0841,animal,0.0841,"[0.8427, 0.737, 0.1145, 0.187]",False
ZJ000294,ZJ000294.jpg,0.106,animal,0.106,"[0.4625, 0.8527, 0.1437, 0.1027]",False
ZJ000295,ZJ000295.jpg,0.2,animal,0.2,"[0.2515, 0.8055, 0.3937, 0.15]",False
ZJ000296,ZJ000296.jpg,0.394,animal,0.394,"[0, 0.6611, 0.2374, 0.3388]",False
ZJ000297,ZJ000297.jpg,0.761,animal,0.761,"[0, 0.5638, 0.1796, 0.2944]",True
ZJ000298,ZJ000298.jpg,0.0734,animal,0.0734,"[0, 0.6666, 0.02968, 0.1305]",False
ZJ000299,ZJ000299.jpg,0.508,animal,0.508,"[0.1468, 0.7044, 0.08906, 0.1701]",False
ZJ000300,ZJ000300.jpg,0.948,animal,0.948,"[0.07395, 0.4481, 0.4645, 0.3277]",True
ZJ000301,ZJ000301.jpg,0.0181,animal,0.0181,"[0.003125, 0.01111, 0.9937, 0.975]",False
ZJ000302,ZJ000302.jpg,0.643,animal,0.643,"[0.5671, 0.4277, 0.1781, 0.3194]",True
ZJ000303,ZJ000303.jpg,0.793,animal,0.793,"[0.152, 0.5648, 0.08749, 0.1462]",True
ZJ000304,ZJ000304.jpg,0.925,animal,0.925,"[0.6135, 0.1999, 0.09062, 0.2351]",True
ZJ000305,ZJ000305.jpg,0.483,animal,0.483,"[0.4093, 0.574, 0.5906, 0.3962]",False
ZJ000306,ZJ000306.jpg,0.529,animal,0.529,"[0.3203, 0.5805, 0.1296, 0.2472]",False
ZJ000307,ZJ000307.jpg,0.242,animal,0.242,"[0, 0.6972, 0.2203, 0.2555]",False
ZJ000308,ZJ000308.jpg,0.073,animal,0.073,"[0.3104, 0.5796, 0.1895, 0.1648]",False
ZJ000309,ZJ000309.jpg,0.576,animal,0.576,"[0.7796, 0.3888, 0.189, 0.275]",False
ZJ000310,ZJ000310.jpg,0.965,animal,0.965,"[0, 0.3833, 0.2114, 0.587]",True
ZJ000311,ZJ000311.jpg,0.628,animal,0.628,"[0.1171, 0.7388, 0.2249, 0.1833]",True
ZJ000312,ZJ000312.jpg,0.789,animal,0.789,"[0.2515, 0.7527, 0.1859, 0.2027]",True
ZJ000313,ZJ000313.jpg,0.888,animal,0.888,"[0.6562, 0.7249, 0.3437, 0.2277]",True
ZJ000314,ZJ000314.jpg,0.976,animal,0.976,"[0, 0.1499, 0.7015, 0.8027]",True
ZJ000315,ZJ000315.jpg,0.064,animal,0.064,"[0.6062, 0.3999, 0.2187, 0.3833]",False
ZJ000316,ZJ000316.jpg,,,,,False
ZJ000317,ZJ000317.jpg,0.598,animal,0.598,"[0.4583, 0, 0.1031, 0.9685]",False
ZJ000318,ZJ000318.jpg,0.569,animal,0.569,"[0.3802, 0.6296, 0.0677, 0.05]",False
ZJ000319,ZJ000319.jpg,0.678,animal,0.678,"[0.6281, 0, 0.3718, 0.9527]",True
ZJ000320,ZJ000320.jpg,0.701,animal,0.701,"[0.4614, 0.3092, 0.2135, 0.1888]",True
ZJ000321,ZJ000321.jpg,0.416,animal,0.416,"[0.3531, 0.4444, 0.5921, 0.5083]",False
ZJ000322,ZJ000322.jpg,,,,,False
ZJ000323,ZJ000323.jpg,0.0681,animal,0.0681,"[0.7312, 0.425, 0.06875, 0.06666]",False
ZJ000324,ZJ000324.jpg,0.0142,animal,0.0142,"[0.2734, 0.4638, 0.1656, 0.2555]",False
ZJ000325,ZJ000325.jpg,0.774,animal,0.774,"[0.1062, 0.09722, 0.4859, 0.9027]",True
ZJ000326,ZJ000326.jpg,0.409,animal,0.409,"[0.5729, 0.6111, 0.2156, 0.2018]",False
ZJ000327,ZJ000327.jpg,0.00922,animal,0.00922,"[0.6427, 0.1029, 0.05312, 0.1495]",False
ZJ000328,ZJ000328.jpg,0.884,animal,0.884,"[0.8739, 0.05555, 0.126, 0.6351]",True
ZJ000329,ZJ000329.jpg,0.297,animal,0.297,"[0.4947, 0.5388, 0.08541, 0.1333]",False
ZJ000330,ZJ000330.jpg,0.0815,animal,0.0815,"[0.4968, 0.5, 0.08229, 0.2055]",False
ZJ000331,ZJ000331.jpg,0.881,animal,0.881,"[0.5453, 0.4555, 0.2187, 0.3666]",True
ZJ000332,ZJ000332.jpg,0.757,animal,0.757,"[0, 0.5611, 0.3656, 0.3916]",True
ZJ000333,ZJ000333.jpg,0.956,animal,0.956,"[0.05833, 0.2018, 0.2552, 0.7666]",True
ZJ000334,ZJ000334.jpg,0.139,animal,0.139,"[0.1305, 0.7166, 0.1083, 0.1416]",False
ZJ000335,ZJ000335.jpg,0.983,animal,0.983,"[0.5927, 0.3407, 0.4072, 0.6277]",True
ZJ000336,ZJ000336.jpg,0.775,animal,0.775,"[0.5015, 0.8472, 0.114, 0.1083]",True
ZJ000337,ZJ000337.jpg,0.637,animal,0.637,"[0.3822, 0.6185, 0.2135, 0.1814]",True
ZJ000338,ZJ000338.jpg,0.109,animal,0.109,"[0, 0, 0.9453, 0.9555]",False
ZJ000339,ZJ000339.jpg,0.65,animal,0.65,"[0.7906, 0.4666, 0.1015, 0.2083]",True
ZJ000340,ZJ000340.jpg,0.848,animal,0.848,"[0.6947, 0.5777, 0.3052, 0.3814]",True
ZJ000341,ZJ000341.jpg,,,,,False
ZJ000342,ZJ000342.jpg,0.65,animal,0.65,"[0.2888, 0.7041, 0.1777, 0.2958]",True
ZJ000343,ZJ000343.jpg,0.575,animal,0.575,"[0.2656, 0.6611, 0.226, 0.1555]",False
ZJ000344,ZJ000344.jpg,0.21,animal,0.21,"[0.07499, 0.5277, 0.06718, 0.08611]",False
ZJ000345,ZJ000345.jpg,0.732,animal,0.732,"[0.5729, 0.3444, 0.1052, 0.1296]",True
ZJ000346,ZJ000346.jpg,0.823,animal,0.823,"[0.2666, 0.7277, 0.1385, 0.2203]",True
ZJ000347,ZJ000347.jpg,0.723,animal,0.723,"[0.3265, 0.6166, 0.2546, 0.2583]",True
ZJ000348,ZJ000348.jpg,0.482,animal,0.482,"[0, 0.6583, 0.2374, 0.3416]",False
ZJ000349,ZJ000349.jpg,,,,,False
ZJ000350,ZJ000350.jpg,0.783,animal,0.783,"[0.2218, 0.3638, 0.3484, 0.3555]",True
ZJ000351,ZJ000351.jpg,,,,,False
ZJ000352,ZJ000352.jpg,0.91,animal,0.91,"[0.5531, 0.4777, 0.2552, 0.2722]",True
ZJ000353,ZJ000353.jpg,0.474,animal,0.474,"[0.1749, 0.5694, 0.1328, 0.1472]",False
ZJ000354,ZJ000354.jpg,0.908,animal,0.908,"[0, 0.3944, 0.3312, 0.3055]",True
ZJ000355,ZJ000355.jpg,0.834,animal,0.834,"[0.3812, 0.5925, 0.1177, 0.1222]",True
ZJ000356,ZJ000356.jpg,0.837,animal,0.837,"[0.2906, 0.8, 0.3614, 0.1685]",True
ZJ000357,ZJ000357.jpg,0.783,animal,0.783,"[0.651, 0.4777, 0.09791, 0.1481]",True
ZJ000358,ZJ000358.jpg,0.91,animal,0.91,"[0.5541, 0.3333, 0.1687, 0.1796]",True
ZJ000359,ZJ000359.jpg,0.0919,person,0.0919,"[0, 0, 0.1734, 0.9833]",False
ZJ000360,ZJ000360.jpg,0.918,animal,0.918,"[0.7937, 0.7703, 0.06875, 0.1981]",True
ZJ000361,ZJ000361.jpg,0.827,animal,0.827,"[0.1624, 0.7583, 0.2343, 0.1083]",True
ZJ000362,ZJ000362.jpg,0.906,animal,0.906,"[0, 0.3638, 0.8874, 0.6333]",True
ZJ000363,ZJ000363.jpg,0.116,animal,0.116,"[0, 0.6361, 0.2093, 0.3111]",False
ZJ000364,ZJ000364.jpg,0.601,animal,0.601,"[0.6468, 0.3638, 0.3531, 0.6333]",True
ZJ000365,ZJ000365.jpg,0.537,animal,0.537,"[0.2145, 0.4425, 0.05312, 0.1333]",False
ZJ000366,ZJ000366.jpg,0.909,animal,0.909,"[0.6197, 0.5018, 0.05208, 0.1833]",True
ZJ000367,ZJ000367.jpg,0.261,animal,0.261,"[0.9281, 0.5432, 0.07187, 0.4537]",False
ZJ000368,ZJ000368.jpg,0.888,animal,0.888,"[0.8421, 0.275, 0.1578, 0.5861]",True
ZJ000369,ZJ000369.jpg,0.77,animal,0.77,"[0.5083, 0.5388, 0.1791, 0.09629]",True
ZJ000370,ZJ000370.jpg,0.0621,animal,0.0621,"[0.7874, 0.7972, 0.08437, 0.1222]",False
ZJ000371,ZJ000371.jpg,0.0459,animal,0.0459,"[0.4687, 0.4111, 0.03541, 0.06481]",False
ZJ000372,ZJ000372.jpg,,,,,False
ZJ000373,ZJ000373.jpg,0.799,animal,0.799,"[0.001562, 0.6305, 0.2156, 0.3194]",True
ZJ000374,ZJ000374.jpg,0.944,animal,0.944,"[0.2624, 0.5722, 0.4859, 0.3805]",True
ZJ000375,ZJ000375.jpg,0.0602,animal,0.0602,"[0.6177, 0.3944, 0.2135, 0.3037]",False
ZJ000376,ZJ000376.jpg,0.863,animal,0.863,"[0.4843, 0.5701, 0.1171, 0.3671]",True
ZJ000377,ZJ000377.jpg,0.882,animal,0.882,"[0.6541, 0.274, 0.1385, 0.1629]",True
ZJ000378,ZJ000378.jpg,0.862,animal,0.862,"[0, 0.3701, 1.0, 0.6268]",True
ZJ000379,ZJ000379.jpg,0.832,animal,0.832,"[0.2874, 0.6148, 0.2031, 0.1796]",True
ZJ000380,ZJ000380.jpg,0.059,animal,0.059,"[0.725, 0.6916, 0.04843, 0.1138]",False
ZJ000381,ZJ000381.jpg,,,,,False
ZJ000382,ZJ000382.jpg,0.927,animal,0.927,"[0, 0.4981, 0.1687, 0.4481]",True
ZJ000383,ZJ000383.jpg,0.93,animal,0.93,"[0.02187, 0.3861, 0.5, 0.5666]",True
ZJ000384,ZJ000384.jpg,0.69,animal,0.69,"[0, 0.4083, 0.4484, 0.5138]",True
ZJ000385,ZJ000385.jpg,0.243,animal,0.243,"[0.6859, 0.6305, 0.07187, 0.2249]",False
ZJ000386,ZJ000386.jpg,0.827,animal,0.827,"[0, 0.5055, 0.1312, 0.1851]",True
ZJ000387,ZJ000387.jpg,0.861,animal,0.861,"[0.2197, 0.524, 0.1187, 0.1537]",True
ZJ000388,ZJ000388.jpg,0.373,animal,0.373,"[0.001562, 0, 0.9046, 0.9527]",False
ZJ000389,ZJ000389.jpg,0.601,animal,0.601,"[0, 0.6059, 0.1656, 0.3791]",True
ZJ000390,ZJ000390.jpg,0.589,animal,0.589,"[0.3552, 0.6777, 0.1562, 0.1777]",False
ZJ000391,ZJ000391.jpg,0.669,animal,0.669,"[0.9187, 0.4722, 0.08124, 0.1537]",True
ZJ000392,ZJ000392.jpg,0.619,animal,0.619,"[0.2611, 0.4625, 0.1555, 0.1041]",True
ZJ000393,ZJ000393.jpg,0.384,animal,0.384,"[0.09062, 0.425, 0.4484, 0.5277]",False
ZJ000394,ZJ000394.jpg,0.715,animal,0.715,"[0.8062, 0, 0.1937, 1.0]",True
ZJ000395,ZJ000395.jpg,0.0318,animal,0.0318,"[0, 0, 1.0, 1.0]",False
ZJ000396,ZJ000396.jpg,0.805,animal,0.805,"[0.5078, 0.4361, 0.075, 0.2555]",True
ZJ000397,ZJ000397.jpg,0.334,animal,0.334,"[0, 0, 1.0, 1.0]",False
ZJ000398,ZJ000398.jpg,0.0789,animal,0.0789,"[0.3546, 0.4611, 0.2093, 0.2611]",False
ZJ000399,ZJ000399.jpg,,,,,False
ZJ000400,ZJ000400.jpg,0.274,animal,0.274,"[0.5277, 0.4041, 0.08055, 0.2708]",False
ZJ000401,ZJ000401.jpg,0.631,animal,0.631,"[0.6635, 0.3851, 0.1333, 0.1259]",True
ZJ000402,ZJ000402.jpg,0.0114,animal,0.0114,"[0.9265, 0.7777, 0.07343, 0.1944]",False
ZJ000403,ZJ000403.jpg,0.723,animal,0.723,"[0.6822, 0.6019, 0.126, 0.198]",True
ZJ000404,ZJ000404.jpg,0.882,animal,0.882,"[0, 0.4759, 0.1458, 0.3111]",True
ZJ000405,ZJ000405.jpg,0.934,animal,0.934,"[0.1062, 0.5111, 0.3671, 0.4416]",True
ZJ000406,ZJ000406.jpg,0.955,animal,0.955,"[0.3062, 0.7027, 0.2562, 0.2972]",True
ZJ000407,ZJ000407.jpg,,,,,False
ZJ000408,ZJ000408.jpg,0.383,animal,0.383,"[0.001041, 0, 0.9937, 0.9666]",False
ZJ000409,ZJ000409.jpg,0.00569,animal,0.00569,"[0, 0, 1.0, 1.0]",False
ZJ000410,ZJ000410.jpg,0.585,animal,0.585,"[0.2593, 0.7027, 0.1656, 0.2027]",False
ZJ000411,ZJ000411.jpg,0.333,animal,0.333,"[0.6703, 0.3388, 0.2312, 0.2694]",False
ZJ000412,ZJ000412.jpg,0.151,animal,0.151,"[0.1843, 0.3305, 0.7984, 0.6333]",False
ZJ000413,ZJ000413.jpg,0.0218,animal,0.0218,"[0.3781, 0.4648, 0.07708, 0.06851]",False
ZJ000414,ZJ000414.jpg,0.0918,animal,0.0918,"[0, 0, 0.9972, 1.0]",False
ZJ000415,ZJ000415.jpg,0.803,animal,0.803,"[0.5187, 0.5761, 0.1359, 0.2597]",True
ZJ000416,ZJ000416.jpg,0.925,animal,0.925,"[0.6322, 0.4851, 0.1333, 0.2759]",True
ZJ000417,ZJ000417.jpg,0.965,animal,0.965,"[0.776, 0.6333, 0.2239, 0.3351]",True
ZJ000418,ZJ000418.jpg,0.846,animal,0.846,"[0, 0.7185, 0.1375, 0.2277]",True
ZJ000419,ZJ000419.jpg,0.97,animal,0.97,"[0, 0.3314, 0.5416, 0.637]",True
ZJ000420,ZJ000420.jpg,0.921,animal,0.921,"[0.1703, 0.1861, 0.3718, 0.8111]",True
ZJ000421,ZJ000421.jpg,0.711,animal,0.711,"[0.2458, 0.487, 0.09687, 0.1222]",True
ZJ000422,ZJ000422.jpg,0.764,animal,0.764,"[0.7281, 0.3555, 0.0625, 0.2361]",True
ZJ000423,ZJ000423.jpg,0.889,animal,0.889,"[0.7468, 0.06388, 0.03593, 0.1749]",True
ZJ000424,ZJ000424.jpg,0.492,animal,0.492,"[0.1895, 0.7537, 0.1458, 0.174]",False
ZJ000425,ZJ000425.jpg,0.874,animal,0.874,"[0, 0.3611, 1.0, 0.6358]",True
ZJ000426,ZJ000426.jpg,0.113,animal,0.113,"[0.5861, 0.5916, 0.1388, 0.4041]",False
ZJ000427,ZJ000427.jpg,0.354,animal,0.354,"[0, 0.6416, 0.3062, 0.3583]",False
ZJ000428,ZJ000428.jpg,0.727,animal,0.727,"[0.7296, 0.5138, 0.06718, 0.2472]",True
ZJ000429,ZJ000429.jpg,0.808,animal,0.808,"[0.3312, 0.625, 0.2796, 0.3305]",True
ZJ000430,ZJ000430.jpg,0.809,animal,0.809,"[0.01718, 0.6861, 0.09218, 0.1861]",True
ZJ000431,ZJ000431.jpg,0.919,animal,0.919,"[0.05833, 0.8259, 0.1906, 0.1425]",True
ZJ000432,ZJ000432.jpg,0.494,animal,0.494,"[0, 0.7296, 0.3145, 0.2407]",False
ZJ000433,ZJ000433.jpg,0.0331,animal,0.0331,"[0.9578, 0.4833, 0.04218, 0.2055]",False
ZJ000434,ZJ000434.jpg,0.0783,animal,0.0783,"[0.6562, 0.5249, 0.1437, 0.2416]",False
ZJ000435,ZJ000435.jpg,0.771,animal,0.771,"[0.5583, 0.7685, 0.4302, 0.2018]",True
ZJ000436,ZJ000436.jpg,0.00636,animal,0.00636,"[0.8125, 0.4447, 0.125, 0.4955]",False
ZJ000437,ZJ000437.jpg,0.891,animal,0.891,"[0.314, 0.4833, 0.1906, 0.3111]",True
ZJ000438,ZJ000438.jpg,0.434,animal,0.434,"[0.5416, 0.6111, 0.09895, 0.1574]",False
ZJ000439,ZJ000439.jpg,0.935,animal,0.935,"[0.7593, 0.3592, 0.2041, 0.4092]",True
ZJ000440,ZJ000440.jpg,0.492,person,0.492,"[0.6906, 0.1907, 0.1708, 0.774]",False
ZJ000441,ZJ000441.jpg,,,,,False
ZJ000442,ZJ000442.jpg,0.764,animal,0.764,"[0.1937, 0.6222, 0.4109, 0.2805]",True
ZJ000443,ZJ000443.jpg,0.558,animal,0.558,"[0.1921, 0.4611, 0.09687, 0.1583]",False
ZJ000444,ZJ000444.jpg,0.945,animal,0.945,"[0.7578, 0.6611, 0.1687, 0.2916]",True
ZJ000445,ZJ000445.jpg,0.189,animal,0.189,"[0, 0, 0.9989, 0.9666]",False
ZJ000446,ZJ000446.jpg,0.943,animal,0.943,"[0.2765, 0.7916, 0.3515, 0.1638]",True
ZJ000447,ZJ000447.jpg,0.73,animal,0.73,"[0, 0.6055, 0.4, 0.3944]",True
ZJ000448,ZJ000448.jpg,0.433,animal,0.433,"[0.3843, 0.4944, 0.07187, 0.337]",False
ZJ000449,ZJ000449.jpg,0.766,animal,0.766,"[0.2828, 0.6447, 0.09843, 0.197]",True
ZJ000450,ZJ000450.jpg,0.73,animal,0.73,"[0.7218, 0.8777, 0.1218, 0.07777]",True
ZJ000451,ZJ000451.jpg,0.945,animal,0.945,"[0.2437, 0.4777, 0.2468, 0.3777]",True
ZJ000452,ZJ000452.jpg,0.59,animal,0.59,"[0.6468, 0.4611, 0.1322, 0.1592]",False
ZJ000453,ZJ000453.jpg,0.0596,animal,0.0596,"[0.2171, 0.8944, 0.2265, 0.06111]",False
ZJ000454,ZJ000454.jpg,0.752,animal,0.752,"[0, 0.2624, 0.4277, 0.4916]",True
ZJ000455,ZJ000455.jpg,0.145,animal,0.145,"[0.05781, 0.7694, 0.3031, 0.1694]",False
ZJ000456,ZJ000456.jpg,0.479,animal,0.479,"[0.9114, 0.3223, 0.08854, 0.5708]",False
ZJ000457,ZJ000457.jpg,0.0252,animal,0.0252,"[0.5552, 0.6111, 0.08437, 0.07592]",False
ZJ000458,ZJ000458.jpg,0.572,animal,0.572,"[0.001562, 0.4686, 0.6093, 0.5313]",False
ZJ000459,ZJ000459.jpg,0.237,animal,0.237,"[0.2, 0.8166, 0.1624, 0.1749]",False
ZJ000460,ZJ000460.jpg,0.869,animal,0.869,"[0, 0.6888, 0.1093, 0.1888]",True
ZJ000461,ZJ000461.jpg,0.766,animal,0.766,"[0.75, 0.874, 0.125, 0.09444]",True
ZJ000462,ZJ000462.jpg,0.633,animal,0.633,"[0.225, 0, 0.7734, 0.997]",True
ZJ000463,ZJ000463.jpg,0.0426,animal,0.0426,"[0.001562, 0, 0.9984, 1.0]",False
ZJ000464,ZJ000464.jpg,0.0303,animal,0.0303,"[0.7, 0.3833, 0.1124, 0.2249]",False
ZJ000465,ZJ000465.jpg,0.753,animal,0.753,"[0.5984, 0.4249, 0.1187, 0.3249]",True
ZJ000466,ZJ000466.jpg,0.00953,animal,0.00953,"[0.1234, 0.5499, 0.1359, 0.275]",False
ZJ000467,ZJ000467.jpg,0.755,animal,0.755,"[0.4989, 0.2759, 0.1687, 0.3796]",True
ZJ000468,ZJ000468.jpg,0.868,animal,0.868,"[0, 0.5055, 0.2937, 0.4944]",True
ZJ000469,ZJ000469.jpg,0.336,animal,0.336,"[0.4124, 0.5666, 0.3171, 0.3861]",False
ZJ000470,ZJ000470.jpg,0.661,animal,0.661,"[0, 0.7027, 0.2062, 0.25]",True
ZJ000471,ZJ000471.jpg,0.952,animal,0.952,"[0.6822, 0.5203, 0.2354, 0.4481]",True
ZJ000472,ZJ000472.jpg,0.00894,animal,0.00894,"[0.9468, 0.4805, 0.05312, 0.4722]",False
ZJ000473,ZJ000473.jpg,0.841,animal,0.841,"[0, 0.6444, 0.2015, 0.3083]",True
ZJ000474,ZJ000474.jpg,0.863,animal,0.863,"[0, 0.5722, 0.1749, 0.2333]",True
ZJ000475,ZJ000475.jpg,0.308,animal,0.308,"[0.5249, 0.4129, 0.1312, 0.2425]",False
ZJ000476,ZJ000476.jpg,0.52,animal,0.52,"[0.8109, 0.2027, 0.189, 0.75]",False
ZJ000477,ZJ000477.jpg,,,,,False
ZJ000478,ZJ000478.jpg,0.00738,animal,0.00738,"[0, 0.01388, 1.0, 0.9305]",False
ZJ000479,ZJ000479.jpg,0.722,animal,0.722,"[0.6749, 0, 0.3249, 0.9527]",True
ZJ000480,ZJ000480.jpg,,,,,False
ZJ000481,ZJ000481.jpg,0.667,animal,0.667,"[0.1671, 0.6333, 0.1578, 0.275]",True
ZJ000482,ZJ000482.jpg,0.00643,animal,0.00643,"[0.451, 0.5629, 0.03541, 0.05185]",False
ZJ000483,ZJ000483.jpg,0.669,animal,0.669,"[0.4638, 0.6333, 0.15, 0.1333]",True
ZJ000484,ZJ000484.jpg,0.751,animal,0.751,"[0.5984, 0.7444, 0.3109, 0.2083]",True
ZJ000485,ZJ000485.jpg,0.491,animal,0.491,"[0.8302, 0.7425, 0.03854, 0.1259]",False
ZJ000486,ZJ000486.jpg,0.312,animal,0.312,"[0.4343, 0.7907, 0.2916, 0.1759]",False
ZJ000487,ZJ000487.jpg,0.012,animal,0.012,"[0, 0.4944, 0.0302, 0.1611]",False
ZJ000488,ZJ000488.jpg,0.889,animal,0.889,"[0.564, 0.8027, 0.4359, 0.15]",True
ZJ000489,ZJ000489.jpg,0.523,animal,0.523,"[0.3697, 0.5907, 0.1333, 0.1574]",False
ZJ000490,ZJ000490.jpg,0.00993,animal,0.00993,"[0.5296, 0.2083, 0.3265, 0.6027]",False
ZJ000491,ZJ000491.jpg,0.1,animal,0.1,"[0.1531, 0.008333, 0.2125, 0.1777]",False
ZJ000492,ZJ000492.jpg,0.744,animal,0.744,"[0.3765, 0.5944, 0.05624, 0.15]",True
ZJ000493,ZJ000493.jpg,0.19,animal,0.19,"[0.2083, 0, 0.7916, 1.0]",False
ZJ000494,ZJ000494.jpg,0.809,animal,0.809,"[0.6177, 0.8203, 0.1875, 0.1481]",True
ZJ000495,ZJ000495.jpg,0.0584,animal,0.0584,"[0.1875, 0.125, 0.8062, 0.8611]",False
ZJ000496,ZJ000496.jpg,0.648,animal,0.648,"[0.764, 0, 0.2359, 0.9555]",True
ZJ000497,ZJ000497.jpg,0.642,animal,0.642,"[0.4437, 0.6083, 0.3156, 0.2388]",True
ZJ000498,ZJ000498.jpg,0.855,animal,0.855,"[0.5187, 0.5492, 0.4812, 0.4477]",True
ZJ000499,ZJ000499.jpg,0.574,animal,0.574,"[0.6875, 0.6222, 0.1062, 0.1583]",False
ZJ000500,ZJ000500.jpg,0.914,animal,0.914,"[0.6843, 0.4981, 0.3156, 0.2907]",True
ZJ000501,ZJ000501.jpg,0.249,animal,0.249,"[0.5499, 0.591, 0.1124, 0.2388]",False
ZJ000502,ZJ000502.jpg,0.949,animal,0.949,"[0.06562, 0.4417, 0.4656, 0.5582]",True
ZJ000503,ZJ000503.jpg,0.341,animal,0.341,"[0.8281, 0.4305, 0.1718, 0.2416]",False
ZJ000504,ZJ000504.jpg,0.294,animal,0.294,"[0.004687, 0.002777, 0.6718, 0.8638]",False
ZJ000505,ZJ000505.jpg,0.657,animal,0.657,"[0.1046, 0.7166, 0.3328, 0.2083]",True
ZJ000506,ZJ000506.jpg,0.741,animal,0.741,"[0.277, 0.4666, 0.1208, 0.1462]",True
ZJ000507,ZJ000507.jpg,0.916,animal,0.916,"[0, 0.3555, 0.1843, 0.5027]",True
ZJ000508,ZJ000508.jpg,0.0295,animal,0.0295,"[0, 0.75, 0.04374, 0.09166]",False
ZJ000509,ZJ000509.jpg,0.0427,person,0.0427,"[0.9593, 0, 0.04062, 0.7611]",False
ZJ000510,ZJ000510.jpg,0.806,animal,0.806,"[0.3145, 0.5925, 0.2427, 0.2648]",True
ZJ000511,ZJ000511.jpg,0.259,animal,0.259,"[0.1135, 0.4291, 0.06979, 0.1436]",False
ZJ000512,ZJ000512.jpg,0.804,animal,0.804,"[0.5135, 0.437, 0.1572, 0.1851]",True
ZJ000513,ZJ000513.jpg,0.32,animal,0.32,"[0.05781, 0.5444, 0.03281, 0.075]",False
ZJ000514,ZJ000514.jpg,0.027,animal,0.027,"[0.5666, 0.6888, 0.1354, 0.2814]",False
ZJ000515,ZJ000515.jpg,0.0233,animal,0.0233,"[0.8489, 0.2055, 0.151, 0.7611]",False
